personnel_id,snapshot_date,synthetic_welfare_risk_score
P00466,2026-05-04,66.201
P00466,2026-06-03,69.717
P00466,2026-07-03,74.849
P00466,2026-08-02,68.193
P00466,2026-09-01,78.604
P00467,2026-04-04,26.237
P00467,2026-05-04,32.787
P00467,2026-06-03,28.831
P00467,2026-07-03,35.887
P00467,2026-08-02,31.069
P00467,2026-09-01,33.84
P00468,2026-04-04,57.055
P00468,2026-05-04,61.94
P00468,2026-06-03,58.873
P00468,2026-07-03,53.427
P00468,2026-08-02,53.805
P00468,2026-09-01,51.882
P00469,2026-04-04,63.742
P00469,2026-05-04,62.062
P00469,2026-06-03,65.687
P00469,2026-07-03,60.777
P00469,2026-08-02,73.923
P00469,2026-09-01,67.802
P00470,2026-04-04,64.545
P00470,2026-05-04,70.924
P00470,2026-06-03,81.746
P00470,2026-07-03,86.857
P00470,2026-08-02,89.01
P00470,2026-09-01,78.186
P00471,2026-04-04,19.184
P00471,2026-05-04,6.04
P00471,2026-06-03,29.575
P00471,2026-07-03,18.138
P00471,2026-08-02,12.593
P00471,2026-09-01,30.561
P00472,2026-04-04,62.71
P00472,2026-05-04,39.231
P00472,2026-06-03,48.544
P00472,2026-07-03,61.761
P00472,2026-08-02,59.471
P00472,2026-09-01,50.012
P00473,2026-04-04,45.476
P00473,2026-05-04,59.863
P00473,2026-06-03,59.386
P00473,2026-07-03,45.503
P00473,2026-08-02,46.19
P00473,2026-09-01,57.403
P00474,2026-04-04,26.054
P00474,2026-05-04,32.071
P00474,2026-06-03,43.812
P00474,2026-07-03,41.015
P00474,2026-08-02,31.529
P00474,2026-09-01,28.272
P00475,2026-04-04,35.174
P00475,2026-05-04,38.852
P00475,2026-06-03,36.545
P00475,2026-07-03,43.936
P00475,2026-08-02,45.39
P00475,2026-09-01,50.023
P00476,2026-04-04,21.326
P00476,2026-05-04,28.67
P00476,2026-06-03,18.143
P00476,2026-07-03,35.269
P00476,2026-08-02,29.632
P00476,2026-09-01,36.929
P00477,2026-04-04,60.371
P00477,2026-05-04,50.866
P00477,2026-06-03,46.861
P00477,2026-07-03,48.494
P00477,2026-08-02,58.848
P00477,2026-09-01,64.375
P00478,2026-04-04,22.781
P00478,2026-05-04,35.518
P00478,2026-06-03,38.508
P00478,2026-07-03,28.04
P00478,2026-08-02,32.155
P00478,2026-09-01,17.269
P00479,2026-04-04,44.075
P00479,2026-05-04,36.254
P00479,2026-06-03,25.76
P00479,2026-07-03,36.868
P00479,2026-08-02,43.3
P00479,2026-09-01,44.952
P00480,2026-04-04,52.297
P00480,2026-05-04,50.169
P00480,2026-06-03,49.808
P00480,2026-07-03,68.428
P00480,2026-08-02,57.369
P00480,2026-09-01,55.985
P00481,2026-04-04,35.748
P00481,2026-05-04,39.848
P00481,2026-06-03,23.873
P00481,2026-07-03,46.425
P00481,2026-08-02,41.642
P00481,2026-09-01,44.624
P00482,2026-04-04,63.861
P00482,2026-05-04,68.828
P00482,2026-06-03,65.19
P00482,2026-07-03,50.562
P00482,2026-08-02,65.735
P00482,2026-09-01,69.23
P00483,2026-04-04,56.507
P00483,2026-05-04,65.473
P00483,2026-06-03,66.303
P00483,2026-07-03,69.92
P00483,2026-08-02,52.256
P00483,2026-09-01,54.331
P00484,2026-04-04,40.509
P00484,2026-05-04,34.427
P00484,2026-06-03,30.072
P00484,2026-07-03,37.031
P00484,2026-08-02,40.404
P00484,2026-09-01,48.229
P00485,2026-04-04,38.568
P00485,2026-05-04,35.717
P00485,2026-06-03,26.14
P00485,2026-07-03,34.355
P00485,2026-08-02,49.632
P00485,2026-09-01,43.126
P00486,2026-04-04,49.169
P00486,2026-05-04,52.175
P00486,2026-06-03,46.548
P00486,2026-07-03,61.61
P00486,2026-08-02,52.178
P00486,2026-09-01,53.027
P00487,2026-04-04,51.733
P00487,2026-05-04,49.317
P00487,2026-06-03,53.851
P00487,2026-07-03,37.371
P00487,2026-08-02,60.144
P00487,2026-09-01,64.45
P00488,2026-04-04,66.718
P00488,2026-05-04,57.411
P00488,2026-06-03,67.542
P00488,2026-07-03,62.077
P00488,2026-08-02,69.332
P00488,2026-09-01,68.149
P00489,2026-04-04,62.431
P00489,2026-05-04,45.265
P00489,2026-06-03,52.628
P00489,2026-07-03,66.087
P00489,2026-08-02,62.619
P00489,2026-09-01,62.367
P00490,2026-04-04,66.623
P00490,2026-05-04,69.649
P00490,2026-06-03,72.465
P00490,2026-07-03,63.228
P00490,2026-08-02,74.238
P00490,2026-09-01,67.191
P00491,2026-04-04,37.323
P00491,2026-05-04,30.324
P00491,2026-06-03,20.787
P00491,2026-07-03,39.527
P00491,2026-08-02,28.43
P00491,2026-09-01,29.662
P00492,2026-04-04,59.344
P00492,2026-05-04,52.866
P00492,2026-06-03,61.501
P00492,2026-07-03,50.953
P00492,2026-08-02,61.591
P00492,2026-09-01,52.21
P00493,2026-04-04,51.21
P00493,2026-05-04,68.191
P00493,2026-06-03,65.458
P00493,2026-07-03,55.337
P00493,2026-08-02,67.916
P00493,2026-09-01,69.751
P00494,2026-04-04,42.353
P00494,2026-05-04,55.04
P00494,2026-06-03,67.299
P00494,2026-07-03,61.478
P00494,2026-08-02,55.157
P00494,2026-09-01,54.99
P00495,2026-04-04,22.453
P00495,2026-05-04,24.519
P00495,2026-06-03,31.742
P00495,2026-07-03,36.725
P00495,2026-08-02,20.467
P00495,2026-09-01,30.467
P00496,2026-04-04,41.338
P00496,2026-05-04,46.667
P00496,2026-06-03,36.183
P00496,2026-07-03,42.544
P00496,2026-08-02,44.011
P00496,2026-09-01,52.969
P00497,2026-04-04,66.777
P00497,2026-05-04,75.902
P00497,2026-06-03,74.206
P00497,2026-07-03,70.715
P00497,2026-08-02,63.234
P00497,2026-09-01,77.633
P00498,2026-04-04,56.617
P00498,2026-05-04,60.584
P00498,2026-06-03,46.156
P00498,2026-07-03,58.042
P00498,2026-08-02,72.924
P00498,2026-09-01,63.807
P00499,2026-04-04,66.685
P00499,2026-05-04,77.269
P00499,2026-06-03,61.889
P00499,2026-07-03,83.747
P00499,2026-08-02,64.978
P00499,2026-09-01,71.371
P00500,2026-04-04,19.714
P00500,2026-05-04,35.464
P00500,2026-06-03,29.372
P00500,2026-07-03,24.871
P00500,2026-08-02,28.948
P00500,2026-09-01,29.169
P00501,2026-04-04,64.331
P00501,2026-05-04,59.265
P00501,2026-06-03,61.706
P00501,2026-07-03,76.543
P00501,2026-08-02,72.804
P00501,2026-09-01,60.731
P00502,2026-04-04,73.993
P00502,2026-05-04,66.61
P00502,2026-06-03,69.766
P00502,2026-07-03,84.111
P00502,2026-08-02,82.746
P00502,2026-09-01,71.973
P00503,2026-04-04,72.964
P00503,2026-05-04,80.749
P00503,2026-06-03,80.599
P00503,2026-07-03,81.231
P00503,2026-08-02,79.635
P00503,2026-09-01,67.273
P00504,2026-04-04,26.544
P00504,2026-05-04,21.408
P00504,2026-06-03,33.131
P00504,2026-07-03,36.638
P00504,2026-08-02,39.502
P00504,2026-09-01,29.918
P00505,2026-04-04,53.893
P00505,2026-05-04,55.823
P00505,2026-06-03,53.769
P00505,2026-07-03,44.621
P00505,2026-08-02,58.812
P00505,2026-09-01,51.938
P00506,2026-04-04,38.848
P00506,2026-05-04,44.176
P00506,2026-06-03,42.261
P00506,2026-07-03,49.376
P00506,2026-08-02,53.743
P00506,2026-09-01,52.975
P00507,2026-04-04,30.3
P00507,2026-05-04,27.563
P00507,2026-06-03,47.178
P00507,2026-07-03,42.674
P00507,2026-08-02,44.685
P00507,2026-09-01,27.788
P00508,2026-04-04,32.169
P00508,2026-05-04,27.402
P00508,2026-06-03,34.415
P00508,2026-07-03,30.1
P00508,2026-08-02,32.398
P00508,2026-09-01,32.965
P00509,2026-04-04,35.489
P00509,2026-05-04,30.39
P00509,2026-06-03,30.032
P00509,2026-07-03,25.046
P00509,2026-08-02,29.431
P00509,2026-09-01,38.021
P00510,2026-04-04,48.399
P00510,2026-05-04,52.184
P00510,2026-06-03,48.032
P00510,2026-07-03,42.54
P00510,2026-08-02,64.199
P00510,2026-09-01,56.201
P00511,2026-04-04,47.474
P00511,2026-05-04,41.951
P00511,2026-06-03,45.655
P00511,2026-07-03,45.403
P00511,2026-08-02,42.022
P00511,2026-09-01,46.026
P00512,2026-04-04,61.127
P00512,2026-05-04,60.937
P00512,2026-06-03,57.047
P00512,2026-07-03,71.459
P00512,2026-08-02,62.851
P00512,2026-09-01,66.715
P00513,2026-04-04,54.261
P00513,2026-05-04,52.279
P00513,2026-06-03,57.948
P00513,2026-07-03,62.873
P00513,2026-08-02,55.984
P00513,2026-09-01,56.582
P00514,2026-04-04,53.132
P00514,2026-05-04,49.054
P00514,2026-06-03,43.115
P00514,2026-07-03,54.587
P00514,2026-08-02,52.3
P00514,2026-09-01,60.614
P00515,2026-04-04,64.964
P00515,2026-05-04,64.169
P00515,2026-06-03,66.362
P00515,2026-07-03,65.451
P00515,2026-08-02,50.341
P00515,2026-09-01,55.307
P00516,2026-04-04,64.939
P00516,2026-05-04,67.401
P00516,2026-06-03,56.897
P00516,2026-07-03,72.523
P00516,2026-08-02,79.385
P00516,2026-09-01,57.921
P00517,2026-04-04,63.559
P00517,2026-05-04,50.782
P00517,2026-06-03,62.287
P00517,2026-07-03,48.655
P00517,2026-08-02,50.584
P00517,2026-09-01,62.568
P00518,2026-04-04,54.592
P00518,2026-05-04,61.38
P00518,2026-06-03,48.404
P00518,2026-07-03,40.078
P00518,2026-08-02,54.246
P00518,2026-09-01,61.751
P00519,2026-04-04,49.638
P00519,2026-05-04,61.188
P00519,2026-06-03,54.333
P00519,2026-07-03,51.948
P00519,2026-08-02,57.01
P00519,2026-09-01,57.846
P00520,2026-04-04,47.036
P00520,2026-05-04,66.761
P00520,2026-06-03,46.381
P00520,2026-07-03,56.376
P00520,2026-08-02,52.991
P00520,2026-09-01,52.031
P00521,2026-04-04,60.46
P00521,2026-05-04,50.822
P00521,2026-06-03,68.45
P00521,2026-07-03,56.782
P00521,2026-08-02,58.541
P00521,2026-09-01,52.293
P00522,2026-04-04,30.458
P00522,2026-05-04,36.2
P00522,2026-06-03,31.585
P00522,2026-07-03,39.256
P00522,2026-08-02,29.497
P00522,2026-09-01,39.586
P00523,2026-04-04,36.368
P00523,2026-05-04,29.38
P00523,2026-06-03,27.466
P00523,2026-07-03,42.802
P00523,2026-08-02,36.118
P00523,2026-09-01,44.86
P00524,2026-04-04,20.507
P00524,2026-05-04,16.706
P00524,2026-06-03,32.051
P00524,2026-07-03,30.245
P00524,2026-08-02,27.543
P00524,2026-09-01,28.371
P00525,2026-04-04,36.454
P00525,2026-05-04,44.875
P00525,2026-06-03,37.894
P00525,2026-07-03,30.287
P00525,2026-08-02,32.607
P00525,2026-09-01,38.145
P00526,2026-04-04,25.915
P00526,2026-05-04,35.884
P00526,2026-06-03,37.46
P00526,2026-07-03,27.704
P00526,2026-08-02,30.11
P00526,2026-09-01,37.475
P00527,2026-04-04,44.529
P00527,2026-05-04,45.949
P00527,2026-06-03,48.713
P00527,2026-07-03,45.91
P00527,2026-08-02,46.531
P00527,2026-09-01,55.629
P00528,2026-04-04,41.522
P00528,2026-05-04,46.367
P00528,2026-06-03,43.67
P00528,2026-07-03,57.547
P00528,2026-08-02,43.652
P00528,2026-09-01,44.645
P00529,2026-04-04,52.566
P00529,2026-05-04,57.09
P00529,2026-06-03,66.73
P00529,2026-07-03,63.205
P00529,2026-08-02,71.802
P00529,2026-09-01,62.448
P00530,2026-04-04,59.577
P00530,2026-05-04,75.152
P00530,2026-06-03,58.908
P00530,2026-07-03,64.574
P00530,2026-08-02,58.787
P00530,2026-09-01,62.641
P00531,2026-04-04,51.795
P00531,2026-05-04,54.574
P00531,2026-06-03,50.743
P00531,2026-07-03,58.528
P00531,2026-08-02,53.59
P00531,2026-09-01,57.635
P00532,2026-04-04,65.543
P00532,2026-05-04,53.731
P00532,2026-06-03,53.847
P00532,2026-07-03,68.046
P00532,2026-08-02,66.006
P00532,2026-09-01,68.836
P00533,2026-04-04,70.555
P00533,2026-05-04,72.408
P00533,2026-06-03,57.335
P00533,2026-07-03,72.07
P00533,2026-08-02,71.372
P00533,2026-09-01,70.241
P00534,2026-04-04,38.643
P00534,2026-05-04,35.549
P00534,2026-06-03,44.557
P00534,2026-07-03,44.18
P00534,2026-08-02,45.465
P00534,2026-09-01,46.175
P00535,2026-04-04,29.915
P00535,2026-05-04,30.652
P00535,2026-06-03,36.186
P00535,2026-07-03,32.9
P00535,2026-08-02,29.487
P00535,2026-09-01,24.802
P00536,2026-04-04,59.88
P00536,2026-05-04,69.001
P00536,2026-06-03,64.133
P00536,2026-07-03,69.065
P00536,2026-08-02,59.949
P00536,2026-09-01,59.759
P00537,2026-04-04,37.48
P00537,2026-05-04,45.86
P00537,2026-06-03,31.762
P00537,2026-07-03,31.698
P00537,2026-08-02,24.963
P00537,2026-09-01,43.227
P00538,2026-04-04,50.059
P00538,2026-05-04,69.722
P00538,2026-06-03,42.205
P00538,2026-07-03,48.22
P00538,2026-08-02,41.338
P00538,2026-09-01,48.901
P00539,2026-04-04,44.095
P00539,2026-05-04,30.592
P00539,2026-06-03,40.184
P00539,2026-07-03,52.107
P00539,2026-08-02,35.834
P00539,2026-09-01,33.542
P00540,2026-04-04,56.061
P00540,2026-05-04,43.688
P00540,2026-06-03,52.643
P00540,2026-07-03,55.2
P00540,2026-08-02,50.447
P00540,2026-09-01,48.898
P00541,2026-04-04,60.354
P00541,2026-05-04,69.606
P00541,2026-06-03,67.879
P00541,2026-07-03,70.274
P00541,2026-08-02,88.258
P00541,2026-09-01,74.408
P00542,2026-04-04,46.275
P00542,2026-05-04,47.287
P00542,2026-06-03,60.011
P00542,2026-07-03,43.934
P00542,2026-08-02,41.789
P00542,2026-09-01,41.579
P00543,2026-04-04,56.494
P00543,2026-05-04,60.003
P00543,2026-06-03,49.399
P00543,2026-07-03,62.254
P00543,2026-08-02,55.062
P00543,2026-09-01,59.003
P00544,2026-04-04,54.487
P00544,2026-05-04,48.661
P00544,2026-06-03,56.055
P00544,2026-07-03,53.225
P00544,2026-08-02,57.821
P00544,2026-09-01,58.899
P00545,2026-04-04,41.437
P00545,2026-05-04,32.684
P00545,2026-06-03,43.25
P00545,2026-07-03,36.02
P00545,2026-08-02,38.455
P00545,2026-09-01,43.549
P00546,2026-04-04,62.306
P00546,2026-05-04,56.91
P00546,2026-06-03,71.877
P00546,2026-07-03,59.353
P00546,2026-08-02,54.133
P00546,2026-09-01,64.662
P00547,2026-04-04,62.599
P00547,2026-05-04,71.71
P00547,2026-06-03,71.548
P00547,2026-07-03,53.914
P00547,2026-08-02,76.338
P00547,2026-09-01,61.267
P00548,2026-04-04,55.776
P00548,2026-05-04,43.638
P00548,2026-06-03,42.14
P00548,2026-07-03,38.286
P00548,2026-08-02,51.307
P00548,2026-09-01,46.522
P00549,2026-04-04,55.997
P00549,2026-05-04,58.206
P00549,2026-06-03,51.483
P00549,2026-07-03,62.548
P00549,2026-08-02,42.897
P00549,2026-09-01,45.138
P00550,2026-04-04,31.711
P00550,2026-05-04,29.871
P00550,2026-06-03,29.146
P00550,2026-07-03,38.992
P00550,2026-08-02,45.393
P00550,2026-09-01,37.818
P00551,2026-04-04,64.54
P00551,2026-05-04,70.972
P00551,2026-06-03,64.317
P00551,2026-07-03,64.833
P00551,2026-08-02,64.766
P00551,2026-09-01,82.068
P00552,2026-04-04,22.194
P00552,2026-05-04,20.481
P00552,2026-06-03,27.872
P00552,2026-07-03,29.891
P00552,2026-08-02,36.381
P00552,2026-09-01,46.059
P00553,2026-04-04,56.356
P00553,2026-05-04,54.753
P00553,2026-06-03,63.38
P00553,2026-07-03,66.72
P00553,2026-08-02,55.343
P00553,2026-09-01,54.056
P00554,2026-04-04,48.75
P00554,2026-05-04,50.105
P00554,2026-06-03,52.874
P00554,2026-07-03,48.508
P00554,2026-08-02,59.925
P00554,2026-09-01,45.322
P00555,2026-04-04,84.899
P00555,2026-05-04,57.897
P00555,2026-06-03,61.204
P00555,2026-07-03,72.068
P00555,2026-08-02,84.033
P00555,2026-09-01,81.102
P00556,2026-04-04,48.192
P00556,2026-05-04,45.854
P00556,2026-06-03,52.972
P00556,2026-07-03,36.747
P00556,2026-08-02,42.814
P00556,2026-09-01,48.541
P00557,2026-04-04,71.494
P00557,2026-05-04,73.815
P00557,2026-06-03,65.932
P00557,2026-07-03,58.102
P00557,2026-08-02,59.942
P00557,2026-09-01,63.357
P00558,2026-04-04,57.056
P00558,2026-05-04,57.744
P00558,2026-06-03,53.084
P00558,2026-07-03,57.658
P00558,2026-08-02,49.775
P00558,2026-09-01,63.191
P00559,2026-04-04,63.72
P00559,2026-05-04,46.565
P00559,2026-06-03,57.221
P00559,2026-07-03,59.216
P00559,2026-08-02,69.192
P00559,2026-09-01,65.668
P00560,2026-04-04,47.677
P00560,2026-05-04,50.069
P00560,2026-06-03,47.247
P00560,2026-07-03,57.218
P00560,2026-08-02,57.206
P00560,2026-09-01,65.646
P00561,2026-04-04,50.93
P00561,2026-05-04,47.823
P00561,2026-06-03,54.003
P00561,2026-07-03,58.011
P00561,2026-08-02,65.673
P00561,2026-09-01,59.668
P00562,2026-04-04,34.497
P00562,2026-05-04,42.066
P00562,2026-06-03,31.269
P00562,2026-07-03,50.796
P00562,2026-08-02,34.827
P00562,2026-09-01,35.333
P00563,2026-04-04,34.141
P00563,2026-05-04,32.859
P00563,2026-06-03,56.343
P00563,2026-07-03,44.67
P00563,2026-08-02,45.697
P00563,2026-09-01,42.702
P00564,2026-04-04,53.846
P00564,2026-05-04,70.435
P00564,2026-06-03,59.609
P00564,2026-07-03,51.681
P00564,2026-08-02,57.685
P00564,2026-09-01,68.255
P00565,2026-04-04,64.313
P00565,2026-05-04,77.23
P00565,2026-06-03,73.053
P00565,2026-07-03,67.557
P00565,2026-08-02,80.373
P00565,2026-09-01,79.869
P00566,2026-04-04,43.148
P00566,2026-05-04,38.801
P00566,2026-06-03,39.57
P00566,2026-07-03,43.505
P00566,2026-08-02,50.408
P00566,2026-09-01,47.906
P00567,2026-04-04,22.81
P00567,2026-05-04,25.535
P00567,2026-06-03,11.345
P00567,2026-07-03,33.666
P00567,2026-08-02,24.581
P00567,2026-09-01,27.559
P00568,2026-04-04,61.541
P00568,2026-05-04,62.887
P00568,2026-06-03,57.064
P00568,2026-07-03,56.836
P00568,2026-08-02,57.242
P00568,2026-09-01,65.307
P00569,2026-04-04,40.635
P00569,2026-05-04,36.013
P00569,2026-06-03,44.074
P00569,2026-07-03,37.631
P00569,2026-08-02,30.67
P00569,2026-09-01,35.224
P00570,2026-04-04,52.95
P00570,2026-05-04,65.569
P00570,2026-06-03,56.725
P00570,2026-07-03,56.306
P00570,2026-08-02,67.007
P00570,2026-09-01,64.292
P00571,2026-04-04,62.173
P00571,2026-05-04,74.355
P00571,2026-06-03,64.8
P00571,2026-07-03,66.541
P00571,2026-08-02,57.741
P00571,2026-09-01,56.148
P00572,2026-04-04,68.015
P00572,2026-05-04,64.241
P00572,2026-06-03,82.924
P00572,2026-07-03,70.95
P00572,2026-08-02,80.46
P00572,2026-09-01,85.157
P00573,2026-04-04,59.936
P00573,2026-05-04,61.796
P00573,2026-06-03,60.286
P00573,2026-07-03,56.718
P00573,2026-08-02,60.349
P00573,2026-09-01,62.047
P00574,2026-04-04,25.822
P00574,2026-05-04,22.737
P00574,2026-06-03,20.062
P00574,2026-07-03,30.482
P00574,2026-08-02,30.349
P00574,2026-09-01,30.299
P00575,2026-04-04,30.108
P00575,2026-05-04,52.681
P00575,2026-06-03,43.141
P00575,2026-07-03,53.865
P00575,2026-08-02,45.763
P00575,2026-09-01,54.84
P00576,2026-04-04,63.438
P00576,2026-05-04,68.285
P00576,2026-06-03,60.26
P00576,2026-07-03,58.141
P00576,2026-08-02,50.178
P00576,2026-09-01,63.094
P00577,2026-04-04,57.896
P00577,2026-05-04,64.285
P00577,2026-06-03,72.688
P00577,2026-07-03,69.362
P00577,2026-08-02,67.997
P00577,2026-09-01,63.564
P00578,2026-04-04,58.022
P00578,2026-05-04,58.63
P00578,2026-06-03,48.132
P00578,2026-07-03,46.273
P00578,2026-08-02,55.427
P00578,2026-09-01,55.211
P00579,2026-04-04,49.557
P00579,2026-05-04,50.013
P00579,2026-06-03,51.896
P00579,2026-07-03,51.475
P00579,2026-08-02,51.964
P00579,2026-09-01,49.84
P00580,2026-04-04,31.982
P00580,2026-05-04,36.724
P00580,2026-06-03,41.355
P00580,2026-07-03,40.913
P00580,2026-08-02,30.641
P00580,2026-09-01,32.813
P00581,2026-04-04,30.804
P00581,2026-05-04,30.241
P00581,2026-06-03,40.717
P00581,2026-07-03,32.048
P00581,2026-08-02,33.851
P00581,2026-09-01,31.889
P00582,2026-04-04,77.487
P00582,2026-05-04,68.572
P00582,2026-06-03,66.003
P00582,2026-07-03,82.762
P00582,2026-08-02,83.712
P00582,2026-09-01,83.931
P00583,2026-04-04,20.616
P00583,2026-05-04,26.392
P00583,2026-06-03,17.36
P00583,2026-07-03,23.578
P00583,2026-08-02,10.412
P00583,2026-09-01,25.106
P00584,2026-04-04,37.618
P00584,2026-05-04,43.052
P00584,2026-06-03,53.604
P00584,2026-07-03,46.369
P00584,2026-08-02,49.761
P00584,2026-09-01,59.033
P00585,2026-04-04,41.718
P00585,2026-05-04,48.457
P00585,2026-06-03,45.672
P00585,2026-07-03,53.747
P00585,2026-08-02,53.934
P00585,2026-09-01,47.748
P00586,2026-04-04,20.015
P00586,2026-05-04,27.824
P00586,2026-06-03,18.489
P00586,2026-07-03,46.937
P00586,2026-08-02,29.389
P00586,2026-09-01,35.22
P00587,2026-04-04,45.336
P00587,2026-05-04,34.691
P00587,2026-06-03,39.019
P00587,2026-07-03,32.847
P00587,2026-08-02,33.527
P00587,2026-09-01,49.748
P00588,2026-04-04,47.794
P00588,2026-05-04,57.408
P00588,2026-06-03,59.492
P00588,2026-07-03,53.288
P00588,2026-08-02,44.548
P00588,2026-09-01,49.344
P00589,2026-04-04,23.807
P00589,2026-05-04,32.305
P00589,2026-06-03,31.334
P00589,2026-07-03,34.101
P00589,2026-08-02,30.917
P00589,2026-09-01,28.332
P00590,2026-04-04,58.501
P00590,2026-05-04,64.285
P00590,2026-06-03,55.904
P00590,2026-07-03,56.651
P00590,2026-08-02,54.642
P00590,2026-09-01,60.277
P00591,2026-04-04,45.634
P00591,2026-05-04,47.81
P00591,2026-06-03,37.627
P00591,2026-07-03,61.286
P00591,2026-08-02,42.735
P00591,2026-09-01,49.933
P00592,2026-04-04,57.465
P00592,2026-05-04,61.745
P00592,2026-06-03,62.72
P00592,2026-07-03,61.033
P00592,2026-08-02,67.108
P00592,2026-09-01,62.024
P00593,2026-04-04,55.37
P00593,2026-05-04,47.336
P00593,2026-06-03,63.124
P00593,2026-07-03,56.341
P00593,2026-08-02,51.758
P00593,2026-09-01,57.841
P00594,2026-04-04,38.751
P00594,2026-05-04,35.641
P00594,2026-06-03,48.712
P00594,2026-07-03,52.264
P00594,2026-08-02,46.353
P00594,2026-09-01,60.325
P00595,2026-04-04,52.574
P00595,2026-05-04,57.422
P00595,2026-06-03,57.744
P00595,2026-07-03,45.35
P00595,2026-08-02,47.893
P00595,2026-09-01,48.77
P00596,2026-04-04,31.573
P00596,2026-05-04,39.489
P00596,2026-06-03,34.177
P00596,2026-07-03,50.407
P00596,2026-08-02,36.52
P00596,2026-09-01,42.221
P00597,2026-04-04,29.521
P00597,2026-05-04,34.154
P00597,2026-06-03,21.648
P00597,2026-07-03,34.902
P00597,2026-08-02,34.94
P00597,2026-09-01,34.982
P00598,2026-04-04,27.44
P00598,2026-05-04,45.278
P00598,2026-06-03,38.035
P00598,2026-07-03,44.169
P00598,2026-08-02,50.359
P00598,2026-09-01,53.23
P00599,2026-04-04,68.248
P00599,2026-05-04,53.957
P00599,2026-06-03,52.253
P00599,2026-07-03,49.011
P00599,2026-08-02,54.449
P00599,2026-09-01,60.71
P00600,2026-04-04,34.836
P00600,2026-05-04,24.534
P00600,2026-06-03,35.553
P00600,2026-07-03,34.494
P00600,2026-08-02,29.796
P00600,2026-09-01,33.056
P00601,2026-04-04,26.697
P00601,2026-05-04,27.444
P00601,2026-06-03,36.527
P00601,2026-07-03,37.782
P00601,2026-08-02,39.404
P00601,2026-09-01,28.935
P00602,2026-04-04,24.894
P00602,2026-05-04,14.303
P00602,2026-06-03,19.337
P00602,2026-07-03,24.57
P00602,2026-08-02,31.535
P00602,2026-09-01,29.018
P00603,2026-04-04,33.799
P00603,2026-05-04,33.534
P00603,2026-06-03,31.442
P00603,2026-07-03,48.238
P00603,2026-08-02,39.369
P00603,2026-09-01,43.727
P00604,2026-04-04,67.421
P00604,2026-05-04,48.779
P00604,2026-06-03,61.986
P00604,2026-07-03,63.189
P00604,2026-08-02,55.138
P00604,2026-09-01,58.759
P00605,2026-04-04,34.772
P00605,2026-05-04,48.159
P00605,2026-06-03,43.396
P00605,2026-07-03,39.964
P00605,2026-08-02,37.087
P00605,2026-09-01,40.631
P00606,2026-04-04,41.776
P00606,2026-05-04,41.712
P00606,2026-06-03,44.228
P00606,2026-07-03,42.276
P00606,2026-08-02,46.835
P00606,2026-09-01,54.557
P00607,2026-04-04,62.292
P00607,2026-05-04,71.86
P00607,2026-06-03,61.4
P00607,2026-07-03,65.863
P00607,2026-08-02,65.346
P00607,2026-09-01,78.998
P00608,2026-04-04,56.878
P00608,2026-05-04,64.147
P00608,2026-06-03,56.58
P00608,2026-07-03,58.029
P00608,2026-08-02,55.395
P00608,2026-09-01,56.901
P00609,2026-04-04,31.834
P00609,2026-05-04,30.837
P00609,2026-06-03,43.443
P00609,2026-07-03,40.032
P00609,2026-08-02,32.055
P00609,2026-09-01,35.394
P00610,2026-04-04,38.532
P00610,2026-05-04,50.649
P00610,2026-06-03,37.525
P00610,2026-07-03,45.4
P00610,2026-08-02,40.003
P00610,2026-09-01,53.859
P00611,2026-04-04,75.756
P00611,2026-05-04,65.774
P00611,2026-06-03,63.091
P00611,2026-07-03,75.541
P00611,2026-08-02,82.397
P00611,2026-09-01,67.876
P00612,2026-04-04,35.633
P00612,2026-05-04,45.186
P00612,2026-06-03,41.908
P00612,2026-07-03,56.926
P00612,2026-08-02,47.854
P00612,2026-09-01,47.699
P00613,2026-04-04,35.487
P00613,2026-05-04,30.972
P00613,2026-06-03,26.177
P00613,2026-07-03,14.292
P00613,2026-08-02,27.564
P00613,2026-09-01,18.669
P00614,2026-04-04,64.449
P00614,2026-05-04,63.601
P00614,2026-06-03,62.143
P00614,2026-07-03,58.812
P00614,2026-08-02,66.67
P00614,2026-09-01,84.102
P00615,2026-04-04,72.943
P00615,2026-05-04,61.516
P00615,2026-06-03,61.238
P00615,2026-07-03,69.978
P00615,2026-08-02,60.331
P00615,2026-09-01,53.427
P00616,2026-04-04,34.91
P00616,2026-05-04,43.1
P00616,2026-06-03,49.476
P00616,2026-07-03,45.817
P00616,2026-08-02,47.224
P00616,2026-09-01,51.143
P00617,2026-04-04,48.672
P00617,2026-05-04,59.023
P00617,2026-06-03,45.559
P00617,2026-07-03,43.129
P00617,2026-08-02,64.354
P00617,2026-09-01,52.458
P00618,2026-04-04,54.884
P00618,2026-05-04,59.878
P00618,2026-06-03,59.332
P00618,2026-07-03,62.655
P00618,2026-08-02,69.908
P00618,2026-09-01,63.449
P00619,2026-04-04,50.292
P00619,2026-05-04,47.834
P00619,2026-06-03,39.634
P00619,2026-07-03,44.316
P00619,2026-08-02,48.137
P00619,2026-09-01,55.414
P00620,2026-04-04,48.728
P00620,2026-05-04,57.812
P00620,2026-06-03,49.526
P00620,2026-07-03,62.196
P00620,2026-08-02,52.934
P00620,2026-09-01,56.854
P00621,2026-04-04,59.304
P00621,2026-05-04,54.443
