leave_id,personnel_id,leave_type,start_date,end_date,days_availed
P00682-L010,P00682,earned,2025-08-31,2025-09-09,8.3
P00682-L011,P00682,earned,2025-09-22,2025-09-30,7.8
P00682-L012,P00682,earned,2025-10-31,2025-11-08,7.6
P00682-L013,P00682,compensatory,2025-12-19,2025-12-28,8.5
P00682-L014,P00682,casual,2026-01-23,2026-02-03,10.8
P00682-L015,P00682,casual,2026-03-10,2026-03-12,1.6
P00682-L016,P00682,casual,2026-04-03,2026-04-11,7.7
P00682-L017,P00682,medical,2026-05-21,2026-06-07,16.5
P00682-L018,P00682,casual,2026-06-18,2026-06-22,4.0
P00682-L019,P00682,earned,2026-08-13,2026-08-25,11.8
P00683-L001,P00683,earned,2024-09-12,2024-09-19,6.6
P00683-L002,P00683,compensatory,2024-10-28,2024-11-11,13.8
P00683-L003,P00683,earned,2024-12-09,2024-12-20,10.2
P00683-L004,P00683,medical,2025-01-26,2025-02-04,8.8
P00683-L005,P00683,medical,2025-03-02,2025-03-08,5.6
P00683-L006,P00683,earned,2025-05-08,2025-05-14,6.0
P00683-L007,P00683,casual,2025-06-07,2025-06-12,4.8
P00683-L008,P00683,earned,2025-08-07,2025-08-13,5.4
P00683-L009,P00683,medical,2025-09-06,2025-09-12,5.8
P00683-L010,P00683,casual,2025-10-27,2025-11-03,6.7
P00683-L011,P00683,compensatory,2025-12-21,2025-12-25,4.6
P00683-L012,P00683,earned,2026-01-22,2026-01-28,5.7
P00683-L013,P00683,earned,2026-03-05,2026-03-23,17.6
P00683-L014,P00683,casual,2026-05-04,2026-05-11,7.2
P00683-L015,P00683,earned,2026-06-02,2026-06-10,7.4
P00683-L016,P00683,earned,2026-07-21,2026-07-25,3.4
P00684-L001,P00684,casual,2024-09-12,2024-09-16,4.1
P00684-L002,P00684,compensatory,2025-02-21,2025-03-05,12.1
P00684-L003,P00684,earned,2025-08-02,2025-08-10,8.3
P00684-L004,P00684,casual,2025-12-27,2025-12-31,3.9
P00684-L005,P00684,earned,2026-07-07,2026-07-14,7.1
P00685-L001,P00685,medical,2024-09-05,2024-09-18,13.3
P00685-L002,P00685,casual,2024-10-26,2024-11-09,14.0
P00685-L003,P00685,earned,2024-12-06,2024-12-14,7.6
P00685-L004,P00685,casual,2025-01-16,2025-01-30,14.0
P00685-L005,P00685,casual,2025-03-28,2025-04-08,10.3
P00685-L006,P00685,earned,2025-04-21,2025-05-02,10.8
P00685-L007,P00685,earned,2025-06-15,2025-06-21,5.7
P00685-L008,P00685,earned,2025-07-29,2025-08-02,3.9
P00685-L009,P00685,compensatory,2025-09-04,2025-09-26,22.1
P00685-L010,P00685,earned,2025-10-25,2025-11-11,16.8
P00685-L011,P00685,casual,2025-12-08,2025-12-15,7.7
P00685-L012,P00685,medical,2026-01-26,2026-02-03,7.4
P00685-L013,P00685,casual,2026-03-07,2026-03-16,8.6
P00685-L014,P00685,earned,2026-04-22,2026-05-04,11.6
P00685-L015,P00685,medical,2026-06-09,2026-06-14,5.4
P00685-L016,P00685,medical,2026-08-03,2026-08-17,14.2
P00686-L001,P00686,earned,2024-09-01,2024-09-12,11.6
P00686-L002,P00686,earned,2024-10-09,2024-10-15,5.8
P00686-L003,P00686,casual,2024-11-06,2024-11-14,7.6
P00686-L004,P00686,earned,2024-12-19,2024-12-27,7.3
P00686-L005,P00686,medical,2025-01-28,2025-02-08,11.0
P00686-L006,P00686,compensatory,2025-02-14,2025-02-17,2.8
P00686-L007,P00686,casual,2025-03-24,2025-03-30,5.7
P00686-L008,P00686,casual,2025-05-05,2025-05-14,8.5
P00686-L009,P00686,earned,2025-05-27,2025-06-01,5.4
P00686-L010,P00686,medical,2025-06-29,2025-07-06,7.6
P00686-L011,P00686,casual,2025-07-30,2025-08-05,5.8
P00686-L012,P00686,medical,2025-09-07,2025-09-10,2.7
P00686-L013,P00686,casual,2025-10-11,2025-10-18,6.7
P00686-L014,P00686,earned,2025-11-10,2025-11-18,8.1
P00686-L015,P00686,medical,2025-12-23,2026-01-02,10.7
P00686-L016,P00686,earned,2026-01-16,2026-01-23,7.0
P00686-L017,P00686,earned,2026-02-19,2026-03-06,14.4
P00686-L018,P00686,casual,2026-03-22,2026-03-30,8.4
P00686-L019,P00686,earned,2026-05-09,2026-05-17,8.0
P00686-L020,P00686,earned,2026-05-24,2026-05-29,4.7
P00686-L021,P00686,casual,2026-07-02,2026-07-14,12.2
P00686-L022,P00686,earned,2026-08-13,2026-08-20,7.2
P00687-L001,P00687,casual,2024-10-05,2024-10-10,4.9
P00687-L002,P00687,earned,2024-10-19,2024-10-29,10.2
P00687-L003,P00687,casual,2024-12-21,2024-12-27,6.6
P00687-L004,P00687,earned,2025-01-25,2025-02-04,9.4
P00687-L005,P00687,compensatory,2025-04-08,2025-04-28,20.1
P00687-L006,P00687,earned,2025-05-05,2025-05-17,12.5
P00687-L007,P00687,medical,2025-06-26,2025-07-16,19.8
P00687-L008,P00687,casual,2025-08-14,2025-08-24,10.6
P00687-L009,P00687,earned,2025-10-07,2025-10-13,6.1
P00687-L010,P00687,earned,2025-11-21,2025-12-01,10.4
P00687-L011,P00687,medical,2026-01-16,2026-01-22,6.8
P00687-L012,P00687,casual,2026-02-21,2026-03-08,15.1
P00687-L013,P00687,casual,2026-04-22,2026-04-30,8.1
P00687-L014,P00687,casual,2026-05-29,2026-06-01,2.6
P00687-L015,P00687,medical,2026-08-03,2026-08-09,6.0
P00688-L001,P00688,earned,2024-09-04,2024-09-08,4.2
P00688-L002,P00688,compensatory,2024-10-07,2024-10-11,4.0
P00688-L003,P00688,casual,2024-11-07,2024-11-09,2.0
P00688-L004,P00688,earned,2024-12-18,2024-12-25,7.2
P00688-L005,P00688,earned,2025-01-09,2025-01-12,3.1
P00688-L006,P00688,earned,2025-02-04,2025-02-16,12.5
P00688-L007,P00688,earned,2025-03-08,2025-03-18,10.8
P00688-L008,P00688,earned,2025-04-11,2025-04-17,5.9
P00688-L009,P00688,medical,2025-05-18,2025-05-22,3.8
P00688-L010,P00688,casual,2025-06-17,2025-06-26,9.0
P00688-L011,P00688,medical,2025-07-04,2025-07-07,3.2
P00688-L012,P00688,casual,2025-08-08,2025-08-15,6.7
P00688-L013,P00688,earned,2025-08-31,2025-09-06,5.1
P00688-L014,P00688,earned,2025-10-04,2025-10-16,12.1
P00688-L015,P00688,earned,2025-11-20,2025-11-26,5.6
P00688-L016,P00688,earned,2025-12-21,2025-12-28,7.0
P00688-L017,P00688,casual,2026-01-02,2026-01-17,14.3
P00688-L018,P00688,medical,2026-02-02,2026-02-09,7.1
P00688-L019,P00688,earned,2026-03-05,2026-03-10,5.2
P00688-L020,P00688,casual,2026-04-17,2026-04-20,3.2
P00688-L021,P00688,casual,2026-05-13,2026-05-20,6.9
P00688-L022,P00688,medical,2026-06-13,2026-06-18,5.3
P00688-L023,P00688,earned,2026-07-10,2026-07-17,6.8
P00688-L024,P00688,casual,2026-08-21,2026-08-29,7.6
P00689-L001,P00689,casual,2024-09-21,2024-09-24,3.3
P00689-L002,P00689,compensatory,2024-10-13,2024-10-19,6.0
P00689-L003,P00689,casual,2024-11-08,2024-11-18,9.7
P00689-L004,P00689,casual,2024-12-15,2024-12-24,8.9
P00689-L005,P00689,earned,2025-01-05,2025-01-22,16.6
P00689-L006,P00689,casual,2025-02-16,2025-02-24,7.3
P00689-L007,P00689,casual,2025-03-12,2025-03-20,8.2
P00689-L008,P00689,casual,2025-04-13,2025-04-18,5.1
P00689-L009,P00689,casual,2025-05-19,2025-05-26,7.3
P00689-L010,P00689,casual,2025-06-28,2025-07-03,4.5
P00689-L011,P00689,earned,2025-07-23,2025-07-26,2.4
P00689-L012,P00689,earned,2025-08-24,2025-08-26,2.2
P00689-L013,P00689,casual,2025-09-18,2025-09-23,5.3
P00689-L014,P00689,earned,2025-10-22,2025-11-04,12.9
P00689-L015,P00689,earned,2025-11-25,2025-12-01,5.4
P00689-L016,P00689,earned,2025-12-21,2026-01-03,12.9
P00689-L017,P00689,earned,2026-01-31,2026-02-07,6.8
P00689-L018,P00689,earned,2026-03-02,2026-03-12,9.7
P00689-L019,P00689,earned,2026-04-11,2026-04-16,4.3
P00689-L020,P00689,compensatory,2026-05-01,2026-05-05,3.1
P00689-L021,P00689,earned,2026-06-01,2026-06-06,4.9
P00689-L022,P00689,earned,2026-07-08,2026-07-15,6.5
P00689-L023,P00689,casual,2026-08-02,2026-08-17,15.0
P00690-L001,P00690,earned,2024-09-05,2024-09-15,10.0
P00690-L002,P00690,casual,2024-10-21,2024-10-25,4.3
P00690-L003,P00690,casual,2024-11-26,2024-12-10,13.7
P00690-L004,P00690,earned,2025-01-20,2025-02-04,15.4
P00690-L005,P00690,casual,2025-02-23,2025-03-06,10.6
P00690-L006,P00690,earned,2025-04-04,2025-04-09,5.6
P00690-L007,P00690,casual,2025-05-23,2025-06-02,9.7
P00690-L008,P00690,medical,2025-07-03,2025-07-17,14.0
P00690-L009,P00690,medical,2025-08-14,2025-08-29,14.5
P00690-L010,P00690,medical,2025-09-30,2025-10-07,7.1
P00690-L011,P00690,earned,2025-11-18,2025-11-22,4.3
P00690-L012,P00690,earned,2025-12-20,2025-12-29,9.3
P00690-L013,P00690,casual,2026-02-09,2026-02-17,8.0
P00690-L014,P00690,casual,2026-03-13,2026-03-22,8.8
P00690-L015,P00690,compensatory,2026-05-06,2026-05-09,3.1
P00690-L016,P00690,earned,2026-06-17,2026-06-23,6.2
P00690-L017,P00690,medical,2026-07-30,2026-08-01,1.7
P00691-L001,P00691,earned,2024-09-08,2024-09-18,9.8
P00691-L002,P00691,casual,2024-10-06,2024-10-11,5.0
P00691-L003,P00691,earned,2024-11-13,2024-11-16,2.4
P00691-L004,P00691,casual,2024-11-27,2024-12-08,11.0
P00691-L005,P00691,earned,2024-12-25,2024-12-27,1.4
P00691-L006,P00691,earned,2025-01-18,2025-01-28,9.9
P00691-L007,P00691,casual,2025-02-11,2025-02-18,7.2
P00691-L008,P00691,earned,2025-03-11,2025-03-14,2.8
P00691-L009,P00691,earned,2025-04-10,2025-04-17,7.0
P00691-L010,P00691,casual,2025-05-10,2025-05-15,4.7
P00691-L011,P00691,earned,2025-06-14,2025-06-16,2.3
P00691-L012,P00691,casual,2025-06-30,2025-07-06,6.2
P00691-L013,P00691,earned,2025-07-25,2025-07-29,3.8
P00691-L014,P00691,earned,2025-08-22,2025-09-02,10.0
P00691-L015,P00691,earned,2025-09-16,2025-09-24,7.6
P00691-L016,P00691,medical,2025-10-13,2025-10-16,3.1
P00691-L017,P00691,earned,2025-11-15,2025-11-20,5.4
P00691-L018,P00691,earned,2025-12-10,2025-12-17,6.7
P00691-L019,P00691,casual,2026-01-13,2026-01-19,6.0
P00691-L020,P00691,earned,2026-02-06,2026-02-13,6.5
P00691-L021,P00691,casual,2026-03-04,2026-03-08,4.5
P00691-L022,P00691,casual,2026-03-23,2026-04-02,10.6
P00691-L023,P00691,earned,2026-04-21,2026-05-01,10.2
P00691-L024,P00691,earned,2026-05-29,2026-06-07,8.4
P00691-L025,P00691,earned,2026-06-18,2026-06-28,9.6
P00691-L026,P00691,casual,2026-07-10,2026-07-20,10.7
P00691-L027,P00691,earned,2026-08-15,2026-08-20,4.2
P00692-L001,P00692,earned,2024-09-27,2024-10-03,5.8
P00692-L002,P00692,earned,2024-10-25,2024-10-30,4.4
P00692-L003,P00692,earned,2024-12-18,2024-12-28,9.9
P00692-L004,P00692,earned,2025-02-08,2025-02-13,4.8
P00692-L005,P00692,earned,2025-03-14,2025-03-20,5.8
P00692-L006,P00692,earned,2025-04-25,2025-05-06,11.2
P00692-L007,P00692,casual,2025-05-18,2025-05-19,1.8
P00692-L008,P00692,earned,2025-07-13,2025-07-23,10.2
P00692-L009,P00692,earned,2025-09-07,2025-09-15,8.5
P00692-L010,P00692,earned,2025-09-24,2025-10-06,11.5
P00692-L011,P00692,medical,2025-11-15,2025-11-20,4.5
P00692-L012,P00692,earned,2026-01-11,2026-01-14,3.0
P00692-L013,P00692,medical,2026-02-14,2026-02-20,5.5
P00692-L014,P00692,casual,2026-03-25,2026-04-04,10.1
P00692-L015,P00692,earned,2026-05-03,2026-05-12,8.7
P00692-L016,P00692,casual,2026-06-19,2026-07-10,21.3
P00692-L017,P00692,earned,2026-07-21,2026-07-27,5.9
P00693-L001,P00693,earned,2024-09-16,2024-09-20,3.4
P00693-L002,P00693,earned,2024-10-11,2024-10-17,5.3
P00693-L003,P00693,casual,2024-11-23,2024-12-06,13.3
P00693-L004,P00693,medical,2024-12-26,2025-01-22,27.6
P00693-L005,P00693,earned,2025-01-29,2025-02-03,4.9
P00693-L006,P00693,earned,2025-03-23,2025-03-30,7.2
P00693-L007,P00693,earned,2025-04-09,2025-04-19,10.0
P00693-L008,P00693,earned,2025-05-25,2025-05-29,3.4
P00693-L009,P00693,earned,2025-07-06,2025-07-15,8.9
P00693-L010,P00693,casual,2025-08-15,2025-08-19,3.6
P00693-L011,P00693,earned,2025-09-03,2025-09-07,3.8
P00693-L012,P00693,medical,2025-10-12,2025-10-27,14.5
P00693-L013,P00693,casual,2025-11-25,2025-11-30,4.8
P00693-L014,P00693,earned,2026-01-07,2026-01-12,4.6
P00693-L015,P00693,earned,2026-01-25,2026-02-09,15.0
P00693-L016,P00693,medical,2026-03-19,2026-04-02,14.2
P00693-L017,P00693,earned,2026-04-27,2026-05-10,13.1
P00693-L018,P00693,earned,2026-05-15,2026-05-20,5.0
P00693-L019,P00693,earned,2026-06-26,2026-07-03,6.9
P00693-L020,P00693,earned,2026-08-04,2026-08-11,7.3
P00694-L001,P00694,earned,2024-09-01,2024-09-15,14.2
P00694-L002,P00694,earned,2024-10-30,2024-11-24,25.8
P00694-L003,P00694,earned,2025-01-04,2025-01-18,14.3
P00694-L004,P00694,earned,2025-03-13,2025-04-01,19.7
P00694-L005,P00694,earned,2025-04-24,2025-05-06,12.6
P00694-L006,P00694,casual,2025-06-15,2025-06-24,9.0
P00694-L007,P00694,casual,2025-08-10,2025-08-28,17.1
P00694-L008,P00694,medical,2025-10-24,2025-11-09,16.5
P00694-L009,P00694,earned,2025-11-30,2025-12-04,4.6
P00694-L010,P00694,compensatory,2026-02-05,2026-02-20,15.1
P00694-L011,P00694,medical,2026-04-10,2026-04-15,4.6
P00694-L012,P00694,earned,2026-05-31,2026-06-12,11.2
P00694-L013,P00694,earned,2026-08-04,2026-08-08,3.5
P00695-L001,P00695,earned,2024-09-01,2024-09-06,5.0
P00695-L002,P00695,earned,2024-10-14,2024-10-20,5.5
P00695-L003,P00695,casual,2024-12-06,2024-12-12,5.4
P00695-L004,P00695,compensatory,2025-01-21,2025-01-28,7.1
P00695-L005,P00695,casual,2025-03-13,2025-03-28,15.1
P00695-L006,P00695,casual,2025-04-13,2025-04-25,12.4
P00695-L007,P00695,earned,2025-05-27,2025-06-03,6.8
P00695-L008,P00695,medical,2025-07-04,2025-07-10,6.1
P00695-L009,P00695,earned,2025-08-10,2025-08-18,7.9
P00695-L010,P00695,earned,2025-09-29,2025-10-22,22.6
P00695-L011,P00695,casual,2025-11-05,2025-11-10,4.8
P00695-L012,P00695,earned,2025-12-22,2026-01-08,17.5
P00695-L013,P00695,casual,2026-02-09,2026-02-11,2.6
P00695-L014,P00695,medical,2026-03-31,2026-04-13,12.6
P00695-L015,P00695,earned,2026-04-29,2026-05-08,9.6
P00695-L016,P00695,earned,2026-06-19,2026-07-01,12.0
P00695-L017,P00695,earned,2026-07-22,2026-08-05,14.0
P00696-L001,P00696,earned,2024-10-01,2024-10-11,10.0
P00696-L002,P00696,medical,2024-10-16,2024-10-24,7.6
P00696-L003,P00696,earned,2024-12-17,2024-12-27,10.3
P00696-L004,P00696,earned,2025-01-10,2025-01-20,10.3
P00696-L005,P00696,casual,2025-02-27,2025-03-13,13.9
P00696-L006,P00696,earned,2025-04-07,2025-04-24,16.2
P00696-L007,P00696,casual,2025-06-06,2025-06-20,13.9
P00696-L008,P00696,earned,2025-07-19,2025-07-27,8.2
P00696-L009,P00696,earned,2025-08-17,2025-09-02,15.7
P00696-L010,P00696,casual,2025-09-25,2025-10-06,11.5
P00696-L011,P00696,earned,2025-11-15,2025-11-26,11.4
P00696-L012,P00696,earned,2025-12-25,2026-01-07,12.9
P00696-L013,P00696,earned,2026-02-23,2026-02-27,4.6
P00696-L014,P00696,casual,2026-03-18,2026-03-23,4.8
P00696-L015,P00696,casual,2026-05-06,2026-05-12,6.3
P00696-L016,P00696,earned,2026-06-26,2026-07-01,5.2
P00696-L017,P00696,medical,2026-08-17,2026-08-28,11.3
P00697-L001,P00697,compensatory,2024-09-08,2024-09-17,9.8
P00697-L002,P00697,casual,2024-10-25,2024-11-07,13.0
P00697-L003,P00697,earned,2024-12-10,2024-12-16,5.9
P00697-L004,P00697,medical,2025-01-08,2025-01-11,3.4
P00697-L005,P00697,casual,2025-02-23,2025-03-11,15.7
P00697-L006,P00697,earned,2025-04-11,2025-04-17,6.2
P00697-L007,P00697,casual,2025-05-04,2025-05-13,8.7
P00697-L008,P00697,earned,2025-06-23,2025-06-28,5.5
P00697-L009,P00697,earned,2025-07-23,2025-08-08,16.7
P00697-L010,P00697,compensatory,2025-09-06,2025-09-19,12.5
P00697-L011,P00697,earned,2025-10-25,2025-11-10,15.7
P00697-L012,P00697,medical,2025-12-03,2025-12-17,13.7
P00697-L013,P00697,earned,2026-01-18,2026-01-22,3.2
P00697-L014,P00697,earned,2026-03-02,2026-03-06,3.3
P00697-L015,P00697,earned,2026-03-28,2026-03-30,2.7
P00697-L016,P00697,earned,2026-05-21,2026-05-28,6.7
P00697-L017,P00697,earned,2026-07-01,2026-07-05,3.4
P00697-L018,P00697,earned,2026-08-03,2026-08-17,14.0
P00698-L001,P00698,casual,2024-09-03,2024-09-07,4.4
P00698-L002,P00698,earned,2024-10-14,2024-10-17,3.1
P00698-L003,P00698,casual,2024-11-10,2024-11-18,7.7
P00698-L004,P00698,medical,2024-12-15,2024-12-24,8.9
P00698-L005,P00698,casual,2025-01-05,2025-01-15,9.9
P00698-L006,P00698,earned,2025-02-15,2025-02-28,12.9
P00698-L007,P00698,medical,2025-03-22,2025-03-26,3.8
P00698-L008,P00698,earned,2025-04-19,2025-04-24,4.7
P00698-L009,P00698,medical,2025-05-25,2025-05-30,5.0
P00698-L010,P00698,earned,2025-06-15,2025-06-21,6.4
P00698-L011,P00698,compensatory,2025-07-15,2025-07-18,3.5
P00698-L012,P00698,earned,2025-08-30,2025-09-03,4.4
P00698-L013,P00698,earned,2025-10-08,2025-10-13,4.5
P00698-L014,P00698,earned,2025-10-31,2025-11-06,6.1
P00698-L015,P00698,casual,2025-11-26,2025-11-30,3.9
P00698-L016,P00698,earned,2026-01-14,2026-01-20,6.0
P00698-L017,P00698,casual,2026-02-07,2026-02-16,8.2
P00698-L018,P00698,casual,2026-03-14,2026-03-19,5.6
P00698-L019,P00698,casual,2026-04-09,2026-04-22,12.9
P00698-L020,P00698,compensatory,2026-05-13,2026-05-19,6.0
P00698-L021,P00698,earned,2026-06-06,2026-06-12,5.4
P00698-L022,P00698,earned,2026-07-01,2026-07-07,5.4
P00698-L023,P00698,casual,2026-08-02,2026-08-20,18.0
P00699-L001,P00699,casual,2024-09-03,2024-09-10,6.8
P00699-L002,P00699,compensatory,2024-10-22,2024-10-28,6.7
P00699-L003,P00699,casual,2024-11-12,2024-11-20,7.6
P00699-L004,P00699,casual,2024-12-22,2024-12-29,7.2
P00699-L005,P00699,casual,2025-01-08,2025-01-11,3.0
P00699-L006,P00699,casual,2025-02-27,2025-03-06,7.7
P00699-L007,P00699,earned,2025-03-16,2025-03-22,6.0
P00699-L008,P00699,earned,2025-04-26,2025-05-05,8.8
P00699-L009,P00699,earned,2025-05-16,2025-05-24,7.6
P00699-L010,P00699,casual,2025-06-13,2025-06-16,3.4
P00699-L011,P00699,earned,2025-07-22,2025-08-03,12.6
P00699-L012,P00699,earned,2025-08-19,2025-08-28,9.5
P00699-L013,P00699,earned,2025-09-16,2025-09-24,7.5
P00699-L014,P00699,earned,2025-11-08,2025-11-13,4.9
P00699-L015,P00699,casual,2025-12-13,2025-12-19,5.8
P00699-L016,P00699,earned,2025-12-29,2026-01-05,6.6
P00699-L017,P00699,compensatory,2026-02-01,2026-02-08,7.1
P00699-L018,P00699,earned,2026-02-28,2026-03-06,6.3
P00699-L019,P00699,compensatory,2026-03-30,2026-04-02,3.8
P00699-L020,P00699,medical,2026-05-04,2026-05-19,14.3
P00699-L021,P00699,medical,2026-05-30,2026-06-19,20.2
P00699-L022,P00699,earned,2026-07-14,2026-07-21,6.8
P00699-L023,P00699,earned,2026-08-09,2026-08-18,8.5
P00700-L001,P00700,casual,2024-09-05,2024-09-21,16.1
P00700-L002,P00700,earned,2024-10-28,2024-11-02,4.5
P00700-L003,P00700,earned,2024-12-18,2024-12-29,11.3
P00700-L004,P00700,medical,2025-01-23,2025-01-28,4.9
P00700-L005,P00700,earned,2025-02-27,2025-03-07,7.7
P00700-L006,P00700,casual,2025-04-22,2025-05-12,20.3
P00700-L007,P00700,casual,2025-05-18,2025-05-28,10.0
P00700-L008,P00700,compensatory,2025-07-14,2025-07-19,5.6
P00700-L009,P00700,casual,2025-08-10,2025-08-25,15.5
P00700-L010,P00700,compensatory,2025-09-30,2025-10-09,9.0
P00700-L011,P00700,casual,2025-11-14,2025-11-19,5.2
P00700-L012,P00700,earned,2025-12-23,2026-01-13,21.4
P00700-L013,P00700,casual,2026-01-29,2026-02-06,7.8
P00700-L014,P00700,casual,2026-03-28,2026-04-06,8.2
P00700-L015,P00700,casual,2026-05-11,2026-05-24,12.8
P00700-L016,P00700,casual,2026-07-01,2026-07-07,6.7
P00700-L017,P00700,earned,2026-07-30,2026-08-11,12.8
P00701-L001,P00701,earned,2024-09-09,2024-09-14,5.1
P00701-L002,P00701,casual,2024-10-19,2024-10-28,9.0
P00701-L003,P00701,earned,2024-12-05,2024-12-15,9.6
P00701-L004,P00701,casual,2025-01-14,2025-01-18,3.3
P00701-L005,P00701,casual,2025-02-27,2025-03-08,8.7
P00701-L006,P00701,medical,2025-04-08,2025-04-21,12.8
P00701-L007,P00701,compensatory,2025-05-27,2025-06-10,14.2
P00701-L008,P00701,casual,2025-07-07,2025-07-22,14.8
P00701-L009,P00701,casual,2025-08-25,2025-09-04,10.1
P00701-L010,P00701,casual,2025-10-06,2025-10-22,15.6
P00701-L011,P00701,earned,2025-11-14,2025-11-29,15.2
P00701-L012,P00701,casual,2025-12-22,2025-12-30,8.3
P00701-L013,P00701,earned,2026-02-11,2026-02-25,13.7
P00701-L014,P00701,earned,2026-03-14,2026-03-16,2.8
P00701-L015,P00701,earned,2026-04-30,2026-05-09,9.0
P00701-L016,P00701,medical,2026-06-07,2026-06-13,5.6
P00701-L017,P00701,casual,2026-07-26,2026-08-05,9.7
P00702-L001,P00702,casual,2024-09-17,2024-09-23,6.2
P00702-L002,P00702,casual,2024-10-27,2024-11-04,7.5
P00702-L003,P00702,casual,2024-12-13,2024-12-18,4.5
P00702-L004,P00702,casual,2025-01-05,2025-01-07,2.1
P00702-L005,P00702,medical,2025-02-10,2025-02-24,13.5
P00702-L006,P00702,casual,2025-04-09,2025-04-15,6.0
P00702-L007,P00702,earned,2025-05-17,2025-05-25,8.1
P00702-L008,P00702,earned,2025-06-19,2025-06-26,6.1
P00702-L009,P00702,casual,2025-08-10,2025-08-27,17.2
P00702-L010,P00702,earned,2025-09-09,2025-09-20,10.6
P00702-L011,P00702,earned,2025-10-27,2025-10-30,3.1
P00702-L012,P00702,medical,2025-11-23,2025-12-11,18.4
P00702-L013,P00702,casual,2026-01-24,2026-01-30,6.9
P00702-L014,P00702,casual,2026-02-24,2026-03-07,11.2
P00702-L015,P00702,earned,2026-04-15,2026-04-26,11.3
P00702-L016,P00702,earned,2026-05-12,2026-05-16,4.4
P00702-L017,P00702,casual,2026-06-19,2026-07-03,14.1
P00702-L018,P00702,earned,2026-07-24,2026-08-02,9.4
P00703-L001,P00703,compensatory,2024-09-07,2024-09-16,9.3
P00703-L002,P00703,casual,2024-11-08,2024-11-21,12.3
P00703-L003,P00703,casual,2025-01-15,2025-01-21,6.4
P00703-L004,P00703,medical,2025-02-04,2025-02-23,19.2
P00703-L005,P00703,casual,2025-04-08,2025-04-17,8.9
P00703-L006,P00703,earned,2025-05-28,2025-06-08,11.0
P00703-L007,P00703,earned,2025-08-20,2025-08-28,8.7
P00703-L008,P00703,casual,2025-09-27,2025-10-11,14.4
P00703-L009,P00703,earned,2025-11-04,2025-11-12,7.9
P00703-L010,P00703,casual,2025-12-24,2025-12-29,5.7
P00703-L011,P00703,medical,2026-02-19,2026-03-01,10.7
P00703-L012,P00703,earned,2026-03-31,2026-04-17,17.0
P00703-L013,P00703,earned,2026-06-01,2026-06-15,13.8
P00703-L014,P00703,earned,2026-08-03,2026-08-10,6.6
P00704-L001,P00704,casual,2024-09-18,2024-09-26,7.7
P00704-L002,P00704,earned,2024-10-23,2024-10-30,7.2
P00704-L003,P00704,casual,2024-11-25,2024-11-30,5.0
P00704-L004,P00704,earned,2025-01-14,2025-01-22,7.7
P00704-L005,P00704,earned,2025-02-09,2025-02-12,3.5
P00704-L006,P00704,medical,2025-03-19,2025-03-30,11.9
P00704-L007,P00704,casual,2025-04-24,2025-05-12,18.5
P00704-L008,P00704,earned,2025-05-29,2025-06-03,5.1
P00704-L009,P00704,earned,2025-07-26,2025-07-29,3.1
P00704-L010,P00704,medical,2025-08-22,2025-09-01,10.0
P00704-L011,P00704,earned,2025-09-20,2025-10-01,11.6
P00704-L012,P00704,medical,2025-11-02,2025-11-19,16.2
P00704-L013,P00704,casual,2025-12-15,2025-12-20,5.3
P00704-L014,P00704,casual,2026-01-13,2026-01-17,4.1
P00704-L015,P00704,casual,2026-03-01,2026-03-10,8.3
P00704-L016,P00704,casual,2026-04-03,2026-04-14,11.7
P00704-L017,P00704,medical,2026-05-22,2026-06-01,9.9
P00704-L018,P00704,medical,2026-06-23,2026-07-05,12.0
P00704-L019,P00704,casual,2026-08-03,2026-08-17,13.8
P00704-LRR,P00704,earned,2026-07-27,2026-08-23,27.1
P00705-L001,P00705,earned,2024-10-06,2024-10-16,10.0
P00705-L002,P00705,earned,2024-12-13,2024-12-31,17.7
P00705-L003,P00705,medical,2025-01-26,2025-02-05,9.9
P00705-L004,P00705,casual,2025-04-17,2025-05-11,24.1
P00705-L005,P00705,casual,2025-05-26,2025-06-11,16.3
P00705-L006,P00705,casual,2025-08-28,2025-09-03,5.7
P00705-L007,P00705,casual,2025-10-19,2025-11-02,14.5
P00705-L008,P00705,casual,2025-12-30,2026-01-22,23.5
P00705-L009,P00705,medical,2026-03-20,2026-04-03,13.7
P00705-L010,P00705,earned,2026-05-04,2026-05-15,10.7
P00705-L011,P00705,casual,2026-07-18,2026-07-24,5.7
P00706-L001,P00706,medical,2024-09-04,2024-09-12,8.1
P00706-L002,P00706,casual,2024-11-04,2024-11-07,3.1
P00706-L003,P00706,earned,2024-12-12,2024-12-14,2.2
P00706-L004,P00706,earned,2025-02-01,2025-02-05,4.4
P00706-L005,P00706,earned,2025-04-02,2025-04-05,3.0
P00706-L006,P00706,earned,2025-05-28,2025-06-11,14.0
P00706-L007,P00706,earned,2025-07-01,2025-07-08,7.4
P00706-L008,P00706,earned,2025-08-21,2025-08-23,2.7
P00706-L009,P00706,earned,2025-09-28,2025-10-09,10.4
P00706-L010,P00706,earned,2025-11-21,2025-12-05,13.5
P00706-L011,P00706,earned,2026-01-09,2026-01-19,10.2
P00706-L012,P00706,casual,2026-03-09,2026-03-16,6.5
P00706-L013,P00706,casual,2026-04-21,2026-05-07,16.6
P00706-L014,P00706,medical,2026-06-23,2026-06-28,4.6
P00706-L015,P00706,earned,2026-07-24,2026-08-02,8.8
