training_id,personnel_id,course_name,start_date,end_date,training_hours
P00636-TR02,P00636,Crowd Management,2026-05-25,2026-05-26,9.0
P00636-TR03,P00636,Communications and Signals,2025-12-20,2025-12-21,13.8
P00636-TR04,P00636,Crowd Management,2026-03-07,2026-03-08,9.8
P00636-TR05,P00636,First Response and Trauma Care,2025-05-19,2025-05-22,29.9
P00636-TR06,P00636,Weapons Refresher,2025-08-27,2025-08-28,7.0
P00636-TR07,P00636,Stress Management Workshop,2025-11-14,2025-11-18,27.4
P00637-TR01,P00637,Communications and Signals,2024-10-25,2024-10-28,22.4
P00637-TR02,P00637,Physical Efficiency Test Preparation,2025-11-14,2025-11-17,24.3
P00637-TR03,P00637,Crowd Management,2025-09-28,2025-10-04,45.5
P00637-TR04,P00637,Communications and Signals,2025-02-16,2025-02-18,15.3
P00637-TR05,P00637,Physical Efficiency Test Preparation,2025-09-18,2025-09-24,46.0
P00637-TR06,P00637,Communications and Signals,2025-01-21,2025-01-22,4.9
P00637-TR07,P00637,Crowd Management,2025-05-06,2025-05-09,22.8
P00638-TR01,P00638,Stress Management Workshop,2025-11-11,2025-11-15,33.3
P00638-TR02,P00638,First Response and Trauma Care,2025-04-03,2025-04-04,5.7
P00638-TR03,P00638,Communications and Signals,2025-11-12,2025-11-14,20.6
P00638-TR04,P00638,Physical Efficiency Test Preparation,2026-07-14,2026-07-15,7.8
P00638-TR05,P00638,Counter-IED Awareness,2025-03-19,2025-03-21,14.3
P00638-TR06,P00638,Stress Management Workshop,2026-01-20,2026-01-23,21.4
P00638-TR07,P00638,Crowd Management,2026-04-08,2026-04-13,39.4
P00638-TR08,P00638,Counter-IED Awareness,2025-10-12,2025-10-16,29.5
P00638-TR09,P00638,Jungle Warfare Refresher,2025-01-28,2025-01-29,12.9
P00638-TR10,P00638,Stress Management Workshop,2026-07-20,2026-07-22,16.2
P00638-TR11,P00638,Crowd Management,2026-01-08,2026-01-09,4.0
P00638-TR12,P00638,Physical Efficiency Test Preparation,2025-08-12,2025-08-14,15.0
P00638-TR13,P00638,Communications and Signals,2026-06-13,2026-06-16,24.4
P00638-TR14,P00638,Stress Management Workshop,2025-11-16,2025-11-17,5.5
P00638-TR15,P00638,Stress Management Workshop,2024-10-29,2024-10-30,9.3
P00639-TR01,P00639,Weapons Refresher,2025-02-18,2025-02-19,7.1
P00639-TR02,P00639,Crowd Management,2024-10-01,2024-10-04,27.0
P00639-TR03,P00639,Physical Efficiency Test Preparation,2024-11-03,2024-11-06,31.1
P00639-TR04,P00639,Counter-IED Awareness,2025-07-21,2025-07-23,15.4
P00639-TR05,P00639,Jungle Warfare Refresher,2025-10-11,2025-10-12,4.3
P00639-TR06,P00639,Counter-IED Awareness,2026-06-26,2026-06-28,11.7
P00639-TR07,P00639,Physical Efficiency Test Preparation,2025-09-26,2025-09-29,24.3
P00639-TR08,P00639,Stress Management Workshop,2025-06-27,2025-06-28,10.0
P00639-TR09,P00639,Stress Management Workshop,2025-09-21,2025-09-24,21.3
P00639-TR10,P00639,First Response and Trauma Care,2024-10-05,2024-10-09,26.9
P00639-TR11,P00639,Crowd Management,2026-03-22,2026-03-24,17.5
P00639-TR12,P00639,Jungle Warfare Refresher,2024-09-29,2024-10-01,12.6
P00639-TR13,P00639,Physical Efficiency Test Preparation,2025-06-07,2025-06-09,14.8
P00639-TR14,P00639,Weapons Refresher,2024-10-22,2024-10-27,38.2
P00639-TR15,P00639,Counter-IED Awareness,2026-06-30,2026-07-05,39.0
P00640-TR01,P00640,Counter-IED Awareness,2026-01-10,2026-01-12,15.1
P00640-TR02,P00640,Communications and Signals,2026-03-08,2026-03-09,10.0
P00640-TR03,P00640,Stress Management Workshop,2026-07-12,2026-07-16,29.7
P00640-TR04,P00640,Stress Management Workshop,2025-12-19,2025-12-24,38.4
P00640-TR05,P00640,Jungle Warfare Refresher,2024-09-28,2024-10-05,56.2
P00640-TR06,P00640,Crowd Management,2025-11-28,2025-11-29,4.0
P00640-TR07,P00640,Weapons Refresher,2026-03-12,2026-03-19,60.0
P00640-TR08,P00640,Physical Efficiency Test Preparation,2025-09-30,2025-10-02,17.5
P00640-TR09,P00640,Crowd Management,2025-11-21,2025-11-22,6.7
P00640-TR10,P00640,Physical Efficiency Test Preparation,2025-07-16,2025-07-18,15.5
P00640-TR11,P00640,Communications and Signals,2026-05-14,2026-05-19,41.5
P00640-TR12,P00640,Crowd Management,2025-07-29,2025-07-31,16.5
P00640-TR13,P00640,Counter-IED Awareness,2025-06-09,2025-06-10,10.1
P00640-TR14,P00640,Stress Management Workshop,2025-01-26,2025-01-27,10.5
P00640-TR15,P00640,Stress Management Workshop,2025-10-08,2025-10-12,27.9
P00640-TR16,P00640,Stress Management Workshop,2026-06-18,2026-06-24,45.4
P00640-TR17,P00640,Communications and Signals,2024-11-06,2024-11-09,25.8
P00640-TR18,P00640,Jungle Warfare Refresher,2025-05-21,2025-05-23,10.1
P00640-TR19,P00640,First Response and Trauma Care,2025-10-20,2025-10-23,20.3
P00640-TR20,P00640,First Response and Trauma Care,2024-11-26,2024-11-29,19.9
P00640-TR21,P00640,Communications and Signals,2025-07-13,2025-07-15,11.9
P00640-TR22,P00640,Physical Efficiency Test Preparation,2026-05-24,2026-05-26,21.8
P00640-TR23,P00640,Communications and Signals,2025-07-01,2025-07-04,26.1
P00640-TR24,P00640,Communications and Signals,2025-05-19,2025-05-21,14.7
P00640-TR25,P00640,Jungle Warfare Refresher,2025-02-05,2025-02-09,31.2
P00640-TR26,P00640,Physical Efficiency Test Preparation,2026-06-19,2026-06-25,46.8
P00640-TR27,P00640,Physical Efficiency Test Preparation,2025-02-23,2025-02-26,23.9
P00640-TR28,P00640,Weapons Refresher,2025-02-22,2025-02-23,8.7
P00640-TR29,P00640,First Response and Trauma Care,2025-02-04,2025-02-05,9.2
P00640-TR30,P00640,Counter-IED Awareness,2025-10-10,2025-10-14,36.0
P00640-TR31,P00640,Counter-IED Awareness,2026-03-13,2026-03-17,30.2
P00640-TR32,P00640,Communications and Signals,2025-11-23,2025-11-26,24.8
P00640-TR33,P00640,First Response and Trauma Care,2024-10-28,2024-10-30,16.3
P00640-TR34,P00640,Stress Management Workshop,2025-09-23,2025-09-25,16.0
P00640-TR35,P00640,Stress Management Workshop,2025-04-09,2025-04-10,9.5
P00640-TR36,P00640,Communications and Signals,2024-10-23,2024-10-28,40.2
P00640-TR37,P00640,Crowd Management,2025-05-11,2025-05-13,11.3
P00640-TR38,P00640,Crowd Management,2024-09-08,2024-09-12,24.3
P00640-TR39,P00640,Physical Efficiency Test Preparation,2025-06-25,2025-06-26,12.7
P00640-TR40,P00640,Crowd Management,2026-06-06,2026-06-07,10.1
P00640-TR41,P00640,Communications and Signals,2024-12-05,2024-12-06,10.9
P00641-TR01,P00641,Stress Management Workshop,2026-08-10,2026-08-14,28.9
P00641-TR02,P00641,Counter-IED Awareness,2025-06-02,2025-06-04,21.2
P00641-TR03,P00641,Crowd Management,2025-06-25,2025-06-28,27.0
P00641-TR04,P00641,Physical Efficiency Test Preparation,2024-09-22,2024-09-24,21.5
P00641-TR05,P00641,Weapons Refresher,2026-04-29,2026-05-02,28.8
P00641-TR06,P00641,Communications and Signals,2025-04-11,2025-04-15,28.2
P00641-TR07,P00641,Weapons Refresher,2025-11-07,2025-11-15,60.0
P00641-TR08,P00641,Communications and Signals,2024-12-02,2024-12-05,19.2
P00641-TR09,P00641,Counter-IED Awareness,2025-08-13,2025-08-14,5.8
P00641-TR10,P00641,Stress Management Workshop,2025-10-10,2025-10-12,16.5
P00641-TR11,P00641,Physical Efficiency Test Preparation,2025-03-14,2025-03-16,19.3
P00641-TR12,P00641,Physical Efficiency Test Preparation,2025-03-17,2025-03-21,38.6
P00641-TR13,P00641,First Response and Trauma Care,2026-04-06,2026-04-10,28.8
P00642-TR01,P00642,Weapons Refresher,2025-04-14,2025-04-15,5.5
P00642-TR02,P00642,Weapons Refresher,2026-04-27,2026-04-30,21.7
P00642-TR03,P00642,Jungle Warfare Refresher,2026-03-22,2026-03-26,29.7
P00642-TR04,P00642,Stress Management Workshop,2025-11-24,2025-11-26,17.4
P00642-TR05,P00642,Weapons Refresher,2025-02-05,2025-02-07,13.1
P00642-TR06,P00642,Stress Management Workshop,2024-11-22,2024-11-23,8.9
P00642-TR07,P00642,Communications and Signals,2025-12-22,2025-12-24,21.1
P00642-TR08,P00642,Physical Efficiency Test Preparation,2024-11-29,2024-12-01,12.0
P00642-TR09,P00642,Stress Management Workshop,2026-04-14,2026-04-18,26.1
P00642-TR10,P00642,Physical Efficiency Test Preparation,2025-03-21,2025-03-22,7.9
P00642-TR11,P00642,Crowd Management,2024-11-17,2024-11-19,15.0
P00642-TR12,P00642,Jungle Warfare Refresher,2025-03-18,2025-03-22,32.1
P00642-TR13,P00642,Crowd Management,2024-10-18,2024-10-20,17.2
P00642-TR14,P00642,Communications and Signals,2025-01-28,2025-01-29,9.5
P00643-TR01,P00643,First Response and Trauma Care,2025-10-02,2025-10-06,34.0
P00643-TR02,P00643,Physical Efficiency Test Preparation,2025-05-06,2025-05-09,27.4
P00643-TR03,P00643,Counter-IED Awareness,2025-05-24,2025-05-26,14.2
P00643-TR04,P00643,Communications and Signals,2025-11-28,2025-11-30,10.6
P00643-TR05,P00643,Weapons Refresher,2026-04-22,2026-04-25,20.0
P00643-TR06,P00643,Communications and Signals,2026-05-11,2026-05-12,9.3
P00643-TR07,P00643,First Response and Trauma Care,2026-04-09,2026-04-14,39.4
P00643-TR08,P00643,Communications and Signals,2026-07-26,2026-07-31,46.5
P00643-TR09,P00643,Counter-IED Awareness,2025-01-11,2025-01-12,14.9
P00643-TR10,P00643,Communications and Signals,2025-02-25,2025-02-27,12.0
P00643-TR11,P00643,Jungle Warfare Refresher,2024-09-27,2024-09-28,5.0
P00643-TR12,P00643,Jungle Warfare Refresher,2025-05-24,2025-05-25,4.9
P00643-TR13,P00643,Counter-IED Awareness,2025-11-24,2025-11-27,19.9
P00643-TR14,P00643,First Response and Trauma Care,2025-11-07,2025-11-10,17.0
P00644-TR01,P00644,Physical Efficiency Test Preparation,2025-12-22,2025-12-28,40.2
P00644-TR02,P00644,Stress Management Workshop,2025-08-31,2025-09-02,12.0
P00644-TR03,P00644,Crowd Management,2025-12-31,2026-01-01,13.0
P00644-TR04,P00644,Communications and Signals,2025-09-09,2025-09-12,17.4
P00644-TR05,P00644,Crowd Management,2024-10-05,2024-10-06,7.6
P00644-TR06,P00644,Crowd Management,2026-08-23,2026-08-24,7.3
P00644-TR07,P00644,Weapons Refresher,2024-09-22,2024-09-25,28.9
P00644-TR08,P00644,Crowd Management,2025-09-28,2025-10-02,25.6
P00644-TR09,P00644,Crowd Management,2025-05-29,2025-06-03,37.2
P00644-TR10,P00644,Weapons Refresher,2025-12-11,2025-12-14,27.7
P00644-TR11,P00644,Physical Efficiency Test Preparation,2025-04-02,2025-04-04,20.6
P00644-TR12,P00644,First Response and Trauma Care,2026-02-11,2026-02-13,13.6
P00644-TR13,P00644,Stress Management Workshop,2025-08-12,2025-08-19,53.3
P00645-TR01,P00645,First Response and Trauma Care,2024-11-05,2024-11-07,20.0
P00645-TR02,P00645,Communications and Signals,2025-03-17,2025-03-19,14.9
P00645-TR03,P00645,Stress Management Workshop,2026-06-13,2026-06-14,8.0
P00645-TR04,P00645,Weapons Refresher,2025-09-03,2025-09-06,28.7
P00645-TR05,P00645,Weapons Refresher,2026-05-19,2026-05-22,24.7
P00645-TR06,P00645,Physical Efficiency Test Preparation,2026-03-27,2026-03-29,16.5
P00645-TR07,P00645,Crowd Management,2025-01-02,2025-01-08,46.0
P00645-TR08,P00645,First Response and Trauma Care,2025-11-09,2025-11-10,9.7
P00645-TR09,P00645,Weapons Refresher,2026-01-12,2026-01-13,7.2
P00645-TR10,P00645,Communications and Signals,2025-11-14,2025-11-17,18.5
P00646-TR01,P00646,Crowd Management,2025-05-26,2025-05-29,24.3
P00646-TR02,P00646,Communications and Signals,2025-05-22,2025-05-23,13.2
P00646-TR03,P00646,Physical Efficiency Test Preparation,2026-06-24,2026-06-29,33.9
P00646-TR04,P00646,Jungle Warfare Refresher,2025-09-19,2025-09-24,38.9
P00646-TR05,P00646,Counter-IED Awareness,2025-06-10,2025-06-12,19.6
P00646-TR06,P00646,Physical Efficiency Test Preparation,2026-02-24,2026-02-25,4.0
P00646-TR07,P00646,First Response and Trauma Care,2024-10-11,2024-10-13,13.7
P00646-TR08,P00646,Communications and Signals,2025-10-24,2025-10-25,9.8
P00646-TR09,P00646,Crowd Management,2026-03-09,2026-03-11,12.6
P00646-TR10,P00646,First Response and Trauma Care,2026-07-18,2026-07-19,10.0
P00646-TR11,P00646,Crowd Management,2025-05-03,2025-05-05,12.6
P00647-TR01,P00647,Weapons Refresher,2026-02-22,2026-02-27,36.8
P00647-TR02,P00647,Stress Management Workshop,2025-06-03,2025-06-07,30.8
P00647-TR03,P00647,Weapons Refresher,2025-01-04,2025-01-06,9.8
P00647-TR04,P00647,Jungle Warfare Refresher,2026-01-31,2026-02-03,24.0
P00647-TR05,P00647,Jungle Warfare Refresher,2026-01-06,2026-01-12,44.3
P00647-TR06,P00647,Physical Efficiency Test Preparation,2025-12-24,2025-12-25,8.8
P00647-TR07,P00647,Weapons Refresher,2025-09-21,2025-09-24,25.5
P00647-TR08,P00647,Physical Efficiency Test Preparation,2025-01-26,2025-01-30,28.7
P00647-TR09,P00647,Jungle Warfare Refresher,2025-09-06,2025-09-07,9.0
P00648-TR01,P00648,Communications and Signals,2026-03-28,2026-03-29,8.1
P00648-TR02,P00648,Communications and Signals,2025-07-03,2025-07-05,14.3
P00648-TR03,P00648,Counter-IED Awareness,2025-03-13,2025-03-14,10.4
P00648-TR04,P00648,Crowd Management,2026-01-17,2026-01-21,28.5
P00648-TR05,P00648,Counter-IED Awareness,2026-02-06,2026-02-09,23.5
P00648-TR06,P00648,Crowd Management,2025-04-08,2025-04-13,34.1
P00648-TR07,P00648,Weapons Refresher,2026-05-14,2026-05-18,34.5
P00648-TR08,P00648,Communications and Signals,2025-03-25,2025-03-27,15.3
P00648-TR09,P00648,Weapons Refresher,2025-07-10,2025-07-12,11.8
P00648-TR10,P00648,Counter-IED Awareness,2024-09-19,2024-09-22,18.3
P00648-TR11,P00648,Crowd Management,2025-05-26,2025-05-28,17.7
P00648-TR12,P00648,First Response and Trauma Care,2025-10-27,2025-10-29,14.3
P00648-TR13,P00648,Physical Efficiency Test Preparation,2026-06-25,2026-06-26,6.7
P00648-TR14,P00648,Stress Management Workshop,2026-02-03,2026-02-08,37.9
P00648-TR15,P00648,Jungle Warfare Refresher,2025-07-31,2025-08-04,28.0
P00648-TR16,P00648,Counter-IED Awareness,2025-09-25,2025-09-27,15.4
P00649-TR01,P00649,Communications and Signals,2024-12-14,2024-12-16,18.1
P00649-TR02,P00649,Physical Efficiency Test Preparation,2026-08-01,2026-08-06,40.9
P00649-TR03,P00649,Counter-IED Awareness,2024-10-16,2024-10-20,34.1
P00649-TR04,P00649,Stress Management Workshop,2026-01-12,2026-01-17,36.4
P00649-TR05,P00649,Communications and Signals,2025-03-17,2025-03-20,27.9
P00649-TR06,P00649,Weapons Refresher,2024-11-22,2024-11-23,9.6
P00649-TR07,P00649,Physical Efficiency Test Preparation,2025-11-04,2025-11-10,45.9
P00649-TR08,P00649,Crowd Management,2024-11-19,2024-11-20,4.0
P00649-TR09,P00649,Crowd Management,2026-01-09,2026-01-10,10.4
P00649-TR10,P00649,Counter-IED Awareness,2025-08-05,2025-08-07,21.4
P00649-TR11,P00649,Crowd Management,2026-07-03,2026-07-04,6.8
P00650-TR01,P00650,Communications and Signals,2024-10-10,2024-10-14,33.0
P00650-TR02,P00650,Stress Management Workshop,2025-10-17,2025-10-18,4.9
P00650-TR03,P00650,Communications and Signals,2026-02-10,2026-02-13,25.9
P00650-TR04,P00650,Jungle Warfare Refresher,2025-08-05,2025-08-08,19.7
P00650-TR05,P00650,Communications and Signals,2025-12-05,2025-12-07,23.1
P00650-TR06,P00650,Communications and Signals,2024-12-10,2024-12-15,36.2
P00650-TR07,P00650,Jungle Warfare Refresher,2025-11-12,2025-11-18,43.3
P00650-TR08,P00650,Physical Efficiency Test Preparation,2025-08-02,2025-08-03,10.8
P00651-TR01,P00651,Stress Management Workshop,2026-05-26,2026-06-01,42.2
P00651-TR02,P00651,Communications and Signals,2026-08-26,2026-08-27,5.4
P00651-TR03,P00651,Counter-IED Awareness,2024-11-14,2024-11-18,33.8
P00651-TR04,P00651,Counter-IED Awareness,2024-12-01,2024-12-03,11.2
P00651-TR05,P00651,Jungle Warfare Refresher,2024-10-23,2024-10-26,26.4
P00651-TR06,P00651,First Response and Trauma Care,2026-01-28,2026-01-31,24.8
P00651-TR07,P00651,Jungle Warfare Refresher,2025-01-10,2025-01-12,20.8
P00651-TR08,P00651,Jungle Warfare Refresher,2024-09-19,2024-09-22,25.6
P00651-TR09,P00651,Crowd Management,2025-09-04,2025-09-08,37.4
P00652-TR01,P00652,Physical Efficiency Test Preparation,2025-11-23,2025-11-26,21.7
P00652-TR02,P00652,Communications and Signals,2025-11-04,2025-11-07,25.5
P00652-TR03,P00652,Weapons Refresher,2025-12-12,2025-12-16,38.6
P00652-TR04,P00652,Stress Management Workshop,2026-05-12,2026-05-15,19.0
P00652-TR05,P00652,Stress Management Workshop,2026-01-05,2026-01-07,22.5
P00652-TR06,P00652,Physical Efficiency Test Preparation,2026-06-02,2026-06-04,16.2
P00652-TR07,P00652,First Response and Trauma Care,2024-11-21,2024-11-24,24.5
P00652-TR08,P00652,Stress Management Workshop,2024-09-14,2024-09-15,7.4
P00653-TR01,P00653,Crowd Management,2026-02-07,2026-02-09,14.5
P00653-TR02,P00653,Crowd Management,2026-06-28,2026-06-30,19.1
P00653-TR03,P00653,Crowd Management,2025-11-27,2025-11-28,9.0
P00653-TR04,P00653,Stress Management Workshop,2026-02-04,2026-02-05,7.2
P00653-TR05,P00653,Counter-IED Awareness,2025-06-07,2025-06-09,13.3
P00653-TR06,P00653,Stress Management Workshop,2025-02-01,2025-02-06,41.4
P00654-TR01,P00654,Crowd Management,2024-12-25,2024-12-31,45.2
P00654-TR02,P00654,Crowd Management,2024-10-26,2024-10-27,4.0
P00654-TR03,P00654,Weapons Refresher,2026-04-11,2026-04-18,57.0
P00655-TR01,P00655,Physical Efficiency Test Preparation,2026-03-24,2026-03-27,24.1
P00655-TR02,P00655,Weapons Refresher,2025-04-21,2025-04-25,35.6
P00655-TR03,P00655,Crowd Management,2026-08-19,2026-08-23,29.2
P00655-TR04,P00655,Stress Management Workshop,2026-04-27,2026-04-29,16.8
P00655-TR05,P00655,Counter-IED Awareness,2025-06-13,2025-06-17,30.7
P00655-TR06,P00655,Crowd Management,2024-12-26,2024-12-31,40.2
P00655-TR07,P00655,Weapons Refresher,2025-07-26,2025-07-27,11.1
P00656-TR01,P00656,Communications and Signals,2026-05-28,2026-05-30,13.0
P00656-TR02,P00656,Stress Management Workshop,2025-11-23,2025-11-25,22.3
P00656-TR03,P00656,Communications and Signals,2026-04-12,2026-04-13,12.3
P00656-TR04,P00656,Jungle Warfare Refresher,2025-04-25,2025-04-29,30.0
P00657-TR01,P00657,First Response and Trauma Care,2024-11-10,2024-11-12,17.6
P00657-TR02,P00657,First Response and Trauma Care,2025-12-17,2025-12-23,45.8
P00657-TR03,P00657,Weapons Refresher,2026-08-12,2026-08-15,21.4
P00657-TR04,P00657,Crowd Management,2026-07-09,2026-07-13,31.4
P00657-TR05,P00657,First Response and Trauma Care,2025-05-04,2025-05-07,28.0
P00657-TR06,P00657,Counter-IED Awareness,2025-03-03,2025-03-04,7.5
P00657-TR07,P00657,Crowd Management,2025-08-22,2025-08-24,19.4
P00657-TR08,P00657,Counter-IED Awareness,2024-11-25,2024-11-26,14.4
P00657-TR09,P00657,Jungle Warfare Refresher,2026-06-03,2026-06-06,23.4
P00657-TR10,P00657,Communications and Signals,2025-07-23,2025-07-25,16.3
P00658-TR01,P00658,First Response and Trauma Care,2024-09-21,2024-09-26,32.6
P00658-TR02,P00658,Physical Efficiency Test Preparation,2024-09-16,2024-09-20,29.5
P00658-TR03,P00658,Crowd Management,2025-12-04,2025-12-08,29.7
P00658-TR04,P00658,Jungle Warfare Refresher,2025-10-11,2025-10-13,16.2
P00658-TR05,P00658,Stress Management Workshop,2024-12-11,2024-12-14,29.0
P00658-TR06,P00658,First Response and Trauma Care,2026-07-14,2026-07-16,22.8
P00658-TR07,P00658,Weapons Refresher,2025-03-23,2025-03-24,14.9
P00658-TR08,P00658,Stress Management Workshop,2025-03-05,2025-03-07,18.8
P00658-TR09,P00658,Jungle Warfare Refresher,2026-08-27,2026-08-28,13.8
P00658-TR10,P00658,Communications and Signals,2025-04-02,2025-04-04,18.5
P00658-TR11,P00658,Communications and Signals,2025-01-30,2025-02-02,20.8
P00658-TR12,P00658,Crowd Management,2026-08-18,2026-08-20,17.8
P00658-TR13,P00658,Jungle Warfare Refresher,2026-03-12,2026-03-14,12.6
P00658-TR14,P00658,Weapons Refresher,2024-09-17,2024-09-20,21.8
P00659-TR01,P00659,Crowd Management,2026-04-22,2026-04-24,14.4
P00659-TR02,P00659,First Response and Trauma Care,2025-02-21,2025-02-23,16.6
P00659-TR03,P00659,Jungle Warfare Refresher,2026-03-20,2026-03-23,25.1
P00659-TR04,P00659,Counter-IED Awareness,2026-04-25,2026-04-28,22.0
P00659-TR05,P00659,Counter-IED Awareness,2025-10-17,2025-10-20,22.5
P00659-TR06,P00659,Communications and Signals,2026-08-29,2026-08-31,16.6
P00659-TR07,P00659,Counter-IED Awareness,2025-08-26,2025-08-28,11.3
P00659-TR08,P00659,Counter-IED Awareness,2025-10-01,2025-10-03,17.6
P00659-TR09,P00659,Physical Efficiency Test Preparation,2025-06-11,2025-06-15,33.3
P00659-TR10,P00659,First Response and Trauma Care,2026-04-29,2026-05-01,10.5
P00659-TR11,P00659,Stress Management Workshop,2026-06-03,2026-06-04,5.8
P00659-TR12,P00659,Communications and Signals,2026-08-17,2026-08-19,19.2
P00659-TR13,P00659,Weapons Refresher,2026-08-15,2026-08-16,10.9
P00659-TR14,P00659,First Response and Trauma Care,2026-05-01,2026-05-03,11.4
P00659-TR15,P00659,Communications and Signals,2026-01-11,2026-01-12,9.4
P00659-TR16,P00659,Crowd Management,2025-02-07,2025-02-09,17.9
P00659-TR17,P00659,Jungle Warfare Refresher,2024-12-09,2024-12-11,10.4
P00659-TR18,P00659,Stress Management Workshop,2025-01-04,2025-01-05,5.7
P00659-TR19,P00659,Jungle Warfare Refresher,2026-01-17,2026-01-18,11.7
P00659-TR20,P00659,Crowd Management,2026-04-04,2026-04-08,31.8
P00660-TR01,P00660,Communications and Signals,2025-11-02,2025-11-06,30.1
P00660-TR02,P00660,First Response and Trauma Care,2024-10-22,2024-10-24,16.1
P00660-TR03,P00660,Jungle Warfare Refresher,2025-11-20,2025-11-27,50.5
P00660-TR04,P00660,Jungle Warfare Refresher,2025-08-11,2025-08-14,24.6
P00660-TR05,P00660,Weapons Refresher,2024-11-28,2024-12-05,60.0
P00660-TR06,P00660,Physical Efficiency Test Preparation,2024-11-30,2024-12-03,25.8
P00660-TR07,P00660,Stress Management Workshop,2025-07-02,2025-07-04,15.5
P00660-TR08,P00660,Crowd Management,2025-04-26,2025-04-29,21.8
P00661-TR01,P00661,Weapons Refresher,2025-06-15,2025-06-16,9.3
P00661-TR02,P00661,Jungle Warfare Refresher,2025-11-10,2025-11-11,4.0
P00661-TR03,P00661,Stress Management Workshop,2025-03-03,2025-03-08,44.4
P00661-TR04,P00661,Jungle Warfare Refresher,2026-08-03,2026-08-04,4.4
P00661-TR05,P00661,Communications and Signals,2026-08-16,2026-08-20,32.2
P00661-TR06,P00661,Communications and Signals,2025-06-19,2025-06-21,13.9
P00661-TR07,P00661,Physical Efficiency Test Preparation,2025-01-22,2025-01-25,20.3
P00661-TR08,P00661,First Response and Trauma Care,2025-10-06,2025-10-07,7.1
P00661-TR09,P00661,First Response and Trauma Care,2025-06-06,2025-06-07,13.1
P00661-TR10,P00661,Jungle Warfare Refresher,2025-12-12,2025-12-14,18.8
P00661-TR11,P00661,Communications and Signals,2026-08-18,2026-08-19,12.3
P00661-TR12,P00661,Crowd Management,2025-01-23,2025-01-25,18.2
P00661-TR13,P00661,Crowd Management,2025-12-30,2026-01-02,26.3
P00661-TR14,P00661,First Response and Trauma Care,2025-02-05,2025-02-12,60.0
P00661-TR15,P00661,Physical Efficiency Test Preparation,2025-06-09,2025-06-12,28.1
P00662-TR01,P00662,Stress Management Workshop,2025-02-19,2025-02-22,24.3
P00662-TR02,P00662,Weapons Refresher,2026-04-02,2026-04-06,32.9
P00662-TR03,P00662,Weapons Refresher,2026-08-29,2026-09-01,33.9
P00662-TR04,P00662,Counter-IED Awareness,2025-12-19,2025-12-25,47.4
P00662-TR05,P00662,Crowd Management,2025-12-30,2026-01-01,10.7
P00662-TR06,P00662,Weapons Refresher,2026-04-19,2026-04-22,21.2
P00663-TR01,P00663,Counter-IED Awareness,2026-06-09,2026-06-13,26.6
P00663-TR02,P00663,Weapons Refresher,2026-06-08,2026-06-13,43.1
P00663-TR03,P00663,Weapons Refresher,2026-05-09,2026-05-14,46.1
P00663-TR04,P00663,Crowd Management,2025-05-21,2025-05-25,30.9
P00663-TR05,P00663,Stress Management Workshop,2026-07-29,2026-08-02,26.6
P00663-TR06,P00663,Weapons Refresher,2026-03-16,2026-03-20,28.3
P00663-TR07,P00663,Weapons Refresher,2026-03-22,2026-03-24,9.2
P00663-TR08,P00663,Physical Efficiency Test Preparation,2025-04-23,2025-04-26,31.4
P00663-TR09,P00663,Counter-IED Awareness,2025-10-18,2025-10-21,17.1
P00663-TR10,P00663,First Response and Trauma Care,2025-11-14,2025-11-17,25.1
P00663-TR11,P00663,Jungle Warfare Refresher,2025-09-07,2025-09-08,7.6
P00663-TR12,P00663,Crowd Management,2025-12-22,2025-12-26,31.7
P00664-TR01,P00664,Counter-IED Awareness,2026-01-07,2026-01-09,10.7
P00664-TR02,P00664,Crowd Management,2025-05-10,2025-05-12,15.2
P00664-TR03,P00664,Stress Management Workshop,2025-10-18,2025-10-26,60.0
P00664-TR04,P00664,Crowd Management,2026-02-10,2026-02-12,16.6
P00664-TR05,P00664,Counter-IED Awareness,2025-05-14,2025-05-21,60.0
P00664-TR06,P00664,Stress Management Workshop,2026-05-19,2026-05-21,10.9
P00665-TR01,P00665,Crowd Management,2025-01-10,2025-01-12,18.6
P00665-TR02,P00665,Counter-IED Awareness,2024-09-23,2024-09-26,23.6
P00665-TR03,P00665,Counter-IED Awareness,2026-03-14,2026-03-17,19.9
P00665-TR04,P00665,Weapons Refresher,2026-07-07,2026-07-11,31.4
P00665-TR05,P00665,Jungle Warfare Refresher,2024-10-11,2024-10-13,16.2
P00665-TR06,P00665,Stress Management Workshop,2024-11-16,2024-11-17,9.7
P00665-TR07,P00665,Weapons Refresher,2025-10-21,2025-10-23,21.9
P00665-TR08,P00665,Jungle Warfare Refresher,2026-02-06,2026-02-08,14.7
P00666-TR01,P00666,Physical Efficiency Test Preparation,2025-11-18,2025-11-22,33.5
P00666-TR02,P00666,Counter-IED Awareness,2026-08-01,2026-08-08,57.3
P00666-TR03,P00666,Counter-IED Awareness,2026-06-25,2026-06-26,8.0
P00666-TR04,P00666,Stress Management Workshop,2025-02-24,2025-02-25,5.9
P00666-TR05,P00666,Physical Efficiency Test Preparation,2025-06-02,2025-06-05,21.5
P00666-TR06,P00666,Counter-IED Awareness,2026-06-04,2026-06-05,4.0
P00667-TR01,P00667,Jungle Warfare Refresher,2025-12-23,2025-12-25,14.4
P00667-TR02,P00667,Jungle Warfare Refresher,2024-09-20,2024-09-24,37.3
