personnel_id,month_start,days_on_duty,total_duty_hours,mean_daily_duty_hours,daily_duty_hours_sd,night_shifts,weekly_offs_entitled,weekly_offs_availed
P00726,2024-12-31,29,409.9,14.13,2.35,1,4,0
P00726,2025-01-30,27,375.0,13.89,0.63,6,4,3
P00726,2025-03-02,27,378.7,14.03,1.58,8,4,1
P00726,2025-04-01,28,376.0,13.43,1.63,5,4,1
P00726,2025-05-01,27,380.1,14.08,0.43,5,4,1
P00726,2025-06-01,29,420.9,14.51,2.46,6,4,1
P00726,2025-07-01,28,402.9,14.39,0.67,7,4,0
P00726,2025-08-01,30,421.9,14.06,3.53,4,4,0
P00726,2025-08-31,27,395.4,14.65,3.36,7,4,1
P00726,2025-10-01,31,436.0,14.07,1.15,5,4,0
P00726,2025-10-31,31,438.4,14.14,0.85,9,4,0
P00726,2025-12-01,28,378.6,13.52,3.56,4,4,0
P00726,2025-12-31,26,357.5,13.75,1.67,1,4,1
P00726,2026-01-30,29,409.0,14.1,5.1,3,4,0
P00726,2026-03-02,26,370.2,14.24,0.69,5,4,1
P00726,2026-04-01,27,389.2,14.42,0.97,2,4,1
P00726,2026-05-02,29,398.2,13.73,3.79,3,4,0
P00726,2026-06-01,28,394.2,14.08,2.86,6,4,0
P00726,2026-07-02,30,436.8,14.56,2.3,5,4,0
P00726,2026-08-01,26,368.4,14.17,1.5,2,4,2
P00727,2024-08-31,30,284.8,9.49,4.68,6,4,1
P00727,2024-09-30,25,212.2,8.49,5.79,12,4,2
P00727,2024-10-31,31,245.6,7.92,1.02,13,4,3
P00727,2024-11-30,31,251.2,8.1,3.63,5,4,2
P00727,2024-12-31,27,217.4,8.05,6.0,7,4,4
P00727,2025-01-30,29,222.6,7.68,0.73,7,4,1
P00727,2025-03-02,29,242.1,8.35,0.77,5,4,2
P00727,2025-04-01,31,269.7,8.7,2.31,7,4,1
P00727,2025-05-01,28,266.1,9.5,2.14,7,4,2
P00727,2025-06-01,29,270.6,9.33,1.88,6,4,2
P00727,2025-07-01,29,263.9,9.1,2.48,8,4,2
P00727,2025-08-01,28,244.3,8.73,3.16,7,4,2
P00727,2025-08-31,29,270.3,9.32,1.04,2,4,3
P00727,2025-10-01,27,229.6,8.5,1.89,6,4,2
P00727,2025-10-31,27,232.0,8.59,1.95,6,4,2
P00727,2025-12-01,27,214.7,7.95,2.24,4,4,3
P00727,2025-12-31,30,265.8,8.86,2.21,10,4,3
P00727,2026-01-30,28,240.8,8.6,2.66,14,4,2
P00727,2026-03-02,28,241.9,8.64,1.52,3,4,3
P00727,2026-04-01,26,245.8,9.45,3.21,4,4,3
P00727,2026-05-02,30,256.2,8.54,2.03,9,4,3
P00727,2026-06-01,30,253.3,8.44,0.97,9,4,4
P00727,2026-07-02,30,266.2,8.87,1.19,0,4,2
P00727,2026-08-01,29,253.2,8.73,0.81,4,4,2
P00728,2024-08-31,29,411.6,14.19,3.37,10,4,2
P00728,2024-09-30,29,403.6,13.92,3.23,5,4,1
P00728,2024-10-31,27,358.4,13.27,2.33,5,4,2
P00728,2024-11-30,28,383.5,13.7,0.91,11,4,2
P00728,2024-12-31,31,398.6,12.86,3.83,5,4,1
P00728,2025-01-30,31,401.4,12.95,1.96,8,4,0
P00728,2025-03-02,29,391.5,13.5,1.34,5,4,0
P00728,2025-04-01,27,351.8,13.03,4.13,3,4,1
P00728,2025-05-01,29,386.4,13.32,5.03,5,4,0
P00728,2025-06-01,29,389.9,13.44,1.26,6,4,0
P00728,2025-07-01,29,383.8,13.23,3.35,10,4,1
P00728,2025-08-01,28,392.0,14.0,5.39,9,4,1
P00728,2025-08-31,31,449.6,14.5,4.18,7,4,0
P00728,2025-10-01,28,391.4,13.98,1.2,6,4,1
P00728,2025-10-31,30,410.4,13.68,4.13,8,4,1
P00728,2025-12-01,27,386.8,14.33,2.13,6,4,1
P00728,2025-12-31,31,439.8,14.19,1.51,5,4,0
P00728,2026-01-30,26,334.8,12.88,2.36,10,4,0
P00728,2026-03-02,31,428.0,13.81,1.37,10,4,1
P00728,2026-04-01,30,403.0,13.43,4.15,2,4,1
P00728,2026-05-02,30,385.9,12.86,2.96,9,4,0
P00728,2026-06-01,29,394.7,13.61,0.57,5,4,1
P00728,2026-07-02,26,348.1,13.39,2.24,5,4,0
P00728,2026-08-01,26,350.4,13.48,0.95,7,4,1
P00729,2024-08-31,25,331.6,13.26,4.11,6,4,1
P00729,2024-09-30,25,316.1,12.64,4.52,2,4,1
P00729,2024-10-31,28,368.7,13.17,0.66,4,4,2
P00729,2024-11-30,27,363.7,13.47,1.46,6,4,0
P00729,2024-12-31,27,341.5,12.65,1.19,5,4,1
P00729,2025-01-30,27,351.2,13.01,0.93,1,4,4
P00729,2025-03-02,27,345.3,12.79,6.0,1,4,2
P00729,2025-04-01,26,335.6,12.91,4.95,7,4,1
P00729,2025-05-01,28,368.9,13.18,0.9,4,4,2
P00729,2025-06-01,27,333.5,12.35,2.06,7,4,0
P00729,2025-07-01,28,342.6,12.23,4.1,12,4,0
P00729,2025-08-01,27,314.8,11.66,0.83,4,4,2
P00729,2025-08-31,29,336.5,11.6,2.86,5,4,0
P00729,2025-10-01,28,317.8,11.35,0.26,9,4,0
P00729,2025-10-31,27,313.0,11.59,3.7,3,4,0
P00729,2025-12-01,27,332.0,12.3,3.39,3,4,0
P00729,2025-12-31,30,375.3,12.51,0.5,4,4,0
P00729,2026-01-30,26,335.0,12.88,4.19,4,4,0
P00729,2026-03-02,31,369.5,11.92,3.07,3,4,0
P00729,2026-04-01,26,332.4,12.79,1.57,3,4,1
P00729,2026-05-02,25,318.3,12.73,1.84,5,4,0
P00729,2026-06-01,26,329.5,12.67,2.09,3,4,2
P00729,2026-07-02,28,353.9,12.64,2.73,3,4,2
P00729,2026-08-01,26,325.1,12.5,2.4,6,4,1
P00730,2024-08-31,30,391.2,13.04,4.22,6,4,2
P00730,2024-09-30,31,390.7,12.6,1.21,3,4,1
P00730,2024-10-31,29,394.1,13.59,2.56,8,4,0
P00730,2024-11-30,28,381.0,13.61,2.07,2,4,0
P00730,2024-12-31,27,359.2,13.3,1.09,2,4,1
P00730,2025-01-30,26,372.9,14.34,0.99,5,4,0
P00730,2025-03-02,28,391.1,13.97,1.38,6,4,0
P00730,2025-04-01,29,427.4,14.74,4.77,5,4,0
P00730,2025-05-01,25,373.5,14.94,0.61,4,4,1
P00730,2025-06-01,25,363.1,14.52,2.75,4,4,0
P00730,2025-07-01,27,399.8,14.81,0.8,3,4,0
P00730,2025-08-01,29,424.4,14.63,5.02,3,4,1
P00730,2025-08-31,27,381.8,14.14,0.46,4,4,0
P00730,2025-10-01,27,379.8,14.06,1.97,4,4,0
P00730,2025-10-31,28,391.5,13.98,2.47,6,4,2
P00730,2025-12-01,28,396.4,14.16,1.39,1,4,1
P00730,2025-12-31,27,377.8,13.99,0.75,7,4,1
P00730,2026-01-30,26,345.1,13.27,1.13,5,4,2
P00730,2026-03-02,27,360.5,13.35,1.77,5,4,1
P00730,2026-04-01,26,347.5,13.36,0.2,7,4,1
P00730,2026-05-02,30,415.7,13.86,0.38,3,4,0
P00730,2026-06-01,25,334.5,13.38,1.06,3,4,2
P00730,2026-07-02,27,368.8,13.66,0.83,3,4,0
P00730,2026-08-01,28,389.9,13.92,2.82,3,4,1
P00731,2024-08-31,28,207.3,7.4,1.37,8,4,2
P00731,2024-09-30,29,231.6,7.99,1.84,5,4,4
P00731,2024-10-31,26,198.2,7.62,0.35,4,4,1
P00731,2024-11-30,27,214.6,7.95,1.23,7,4,4
P00731,2024-12-31,28,246.3,8.8,1.63,5,4,4
P00731,2025-01-30,29,223.8,7.72,2.89,4,4,3
P00731,2025-03-02,29,236.4,8.15,1.03,4,4,1
P00731,2025-04-01,31,245.3,7.91,4.12,1,4,2
P00731,2025-05-01,29,240.0,8.28,0.66,1,4,1
P00731,2025-06-01,28,227.6,8.13,3.11,7,4,3
P00731,2025-07-01,26,201.5,7.75,2.88,6,4,1
P00731,2025-08-01,26,228.8,8.8,0.96,3,4,2
P00731,2025-08-31,23,177.1,7.7,3.25,2,4,2
P00731,2025-10-01,28,235.7,8.42,1.0,7,4,3
P00731,2025-10-31,29,233.7,8.06,1.52,4,4,1
P00731,2025-12-01,27,232.3,8.6,0.44,3,4,2
P00731,2025-12-31,26,210.3,8.09,2.23,2,4,3
P00731,2026-01-30,28,212.1,7.57,2.05,3,4,4
P00731,2026-03-02,27,230.8,8.55,5.73,6,4,2
P00731,2026-04-01,31,237.8,7.67,1.85,4,4,1
P00731,2026-05-02,28,229.7,8.21,0.55,5,4,3
P00731,2026-06-01,26,213.6,8.21,1.48,2,4,2
P00731,2026-07-02,27,221.6,8.21,0.2,3,4,3
P00731,2026-08-01,24,194.5,8.1,0.94,3,4,1
P00732,2024-08-31,28,217.0,7.75,2.62,5,4,3
P00732,2024-09-30,28,187.4,6.69,0.72,4,4,0
P00732,2024-10-31,25,197.1,7.88,0.4,2,4,1
P00732,2024-11-30,29,211.8,7.3,1.88,7,4,1
P00732,2024-12-31,29,224.8,7.75,1.83,2,4,3
P00732,2025-01-30,27,186.3,6.9,1.87,2,4,1
P00732,2025-03-02,27,197.4,7.31,1.32,8,4,3
P00732,2025-04-01,27,198.9,7.37,1.16,6,4,1
P00732,2025-05-01,25,188.0,7.52,2.17,1,4,2
P00732,2025-06-01,30,227.7,7.59,2.82,4,4,3
P00732,2025-07-01,31,242.1,7.81,0.96,5,4,2
P00732,2025-08-01,29,233.8,8.06,0.88,1,4,0
P00732,2025-08-31,24,188.5,7.85,0.68,4,4,4
P00732,2025-10-01,25,208.4,8.34,2.07,1,4,2
P00732,2025-10-31,31,253.0,8.16,1.05,4,4,3
P00732,2025-12-01,28,217.5,7.77,0.64,4,4,3
P00732,2025-12-31,27,227.2,8.41,3.52,5,4,2
P00732,2026-01-30,30,241.4,8.05,1.31,3,4,3
P00732,2026-03-02,27,205.5,7.61,0.73,5,4,1
P00732,2026-04-01,27,222.3,8.23,1.58,5,4,2
P00732,2026-05-02,26,238.0,9.15,2.11,1,4,2
P00732,2026-06-01,28,262.9,9.39,2.64,4,4,2
P00732,2026-07-02,27,254.5,9.43,0.9,4,4,2
P00732,2026-08-01,24,216.0,9.0,1.57,4,4,3
P00733,2024-08-31,26,328.7,12.64,2.33,4,4,1
P00733,2024-09-30,27,362.7,13.43,1.23,6,4,2
P00733,2024-10-31,27,359.3,13.31,1.34,4,4,2
P00733,2024-11-30,27,360.2,13.34,1.53,5,4,1
P00733,2024-12-31,30,394.1,13.14,3.09,2,4,1
P00733,2025-01-30,29,381.3,13.15,0.99,4,4,0
P00733,2025-03-02,30,395.9,13.2,0.85,5,4,1
P00733,2025-04-01,26,334.6,12.87,1.92,5,4,0
P00733,2025-05-01,27,345.6,12.8,1.74,5,4,3
P00733,2025-06-01,30,392.9,13.1,3.26,6,4,2
P00733,2025-07-01,29,382.6,13.19,0.83,2,4,2
P00733,2025-08-01,27,366.5,13.57,0.5,10,4,0
P00733,2025-08-31,28,382.5,13.66,3.0,6,4,0
P00733,2025-10-01,28,382.6,13.66,3.53,7,4,1
P00733,2025-10-31,31,443.8,14.32,0.71,9,4,0
P00733,2025-12-01,29,417.3,14.39,1.15,1,4,2
P00733,2025-12-31,29,410.7,14.16,5.86,11,4,1
P00733,2026-01-30,29,420.7,14.51,1.95,1,4,0
P00733,2026-03-02,28,420.7,15.02,2.97,4,4,1
P00733,2026-04-01,28,384.4,13.73,1.88,4,4,1
P00733,2026-05-02,27,385.1,14.26,5.92,2,4,2
P00733,2026-06-01,29,397.0,13.69,3.26,4,4,0
P00733,2026-07-02,27,377.6,13.99,6.0,5,4,0
P00733,2026-08-01,29,397.5,13.71,2.63,4,4,0
P00734,2024-08-31,27,375.5,13.91,3.02,4,4,1
P00734,2024-09-30,27,354.5,13.13,2.54,7,4,1
P00734,2024-10-31,27,347.9,12.88,0.86,8,4,2
P00734,2024-11-30,28,364.0,13.0,0.45,6,4,2
P00734,2024-12-31,28,349.2,12.47,2.91,5,4,0
P00734,2025-01-30,28,350.6,12.52,0.87,7,4,0
P00734,2025-03-02,29,367.4,12.67,2.35,4,4,0
P00734,2025-04-01,29,367.3,12.67,2.39,4,4,1
P00734,2025-05-01,30,364.5,12.15,0.36,9,4,1
P00734,2025-06-01,26,334.3,12.86,1.58,7,4,2
P00734,2025-07-01,29,365.7,12.61,6.0,5,4,1
P00734,2025-08-01,28,366.3,13.08,2.96,4,4,0
P00734,2025-08-31,27,342.0,12.67,1.22,5,4,0
P00734,2025-10-01,27,334.7,12.4,2.04,3,4,0
P00734,2025-10-31,27,316.7,11.73,1.59,3,4,1
P00734,2025-12-01,30,393.9,13.13,2.88,4,4,1
P00734,2025-12-31,29,362.6,12.5,1.95,6,4,1
P00734,2026-01-30,28,336.6,12.02,2.64,2,4,0
P00734,2026-03-02,28,371.8,13.28,2.56,7,4,0
P00734,2026-04-01,27,347.3,12.86,3.41,6,4,0
P00734,2026-05-02,28,368.9,13.18,4.56,6,4,0
P00734,2026-06-01,27,345.7,12.8,2.73,10,4,1
P00734,2026-07-02,28,378.4,13.51,1.16,7,4,1
P00734,2026-08-01,30,415.4,13.85,2.43,5,4,0
P00735,2024-08-31,30,377.8,12.59,1.11,4,4,0
P00735,2024-09-30,24,313.5,13.06,1.82,5,4,0
P00735,2024-10-31,28,369.0,13.18,0.92,4,4,1
P00735,2024-11-30,26,327.0,12.58,3.16,4,4,0
P00735,2024-12-31,26,339.8,13.07,2.51,3,4,3
P00735,2025-01-30,28,345.2,12.33,1.35,8,4,0
P00735,2025-03-02,25,324.9,13.0,1.61,4,4,0
P00735,2025-04-01,26,322.5,12.4,1.19,2,4,1
P00735,2025-05-01,26,345.9,13.3,2.63,5,4,0
P00735,2025-06-01,29,375.6,12.95,2.79,4,4,0
P00735,2025-07-01,28,348.1,12.43,0.72,6,4,1
P00735,2025-08-01,23,285.5,12.41,1.56,2,4,0
P00735,2025-08-31,24,305.3,12.72,1.28,7,4,0
P00735,2025-10-01,29,356.1,12.28,1.47,5,4,2
P00735,2025-10-31,25,324.6,12.99,0.42,5,4,1
P00735,2025-12-01,28,348.4,12.44,2.9,5,4,2
P00735,2025-12-31,26,333.9,12.84,2.33,8,4,0
P00735,2026-01-30,28,349.0,12.47,2.07,6,4,1
P00735,2026-03-02,26,312.9,12.03,3.06,2,4,0
P00735,2026-04-01,27,331.1,12.26,3.47,7,4,2
P00735,2026-05-02,30,383.3,12.78,1.38,2,4,1
P00735,2026-06-01,25,320.9,12.83,1.58,3,4,0
P00735,2026-07-02,28,363.1,12.97,1.22,4,4,1
P00735,2026-08-01,27,339.5,12.57,2.03,5,4,1
P00736,2024-08-31,30,413.9,13.8,6.0,7,4,0
P00736,2024-09-30,27,367.4,13.61,2.39,4,4,0
P00736,2024-10-31,30,392.3,13.08,1.54,6,4,0
P00736,2024-11-30,29,381.5,13.16,1.26,10,4,1
P00736,2024-12-31,29,415.1,14.31,1.14,5,4,0
P00736,2025-01-30,31,424.1,13.68,6.0,6,4,1
P00736,2025-03-02,31,433.0,13.97,2.89,10,4,0
P00736,2025-04-01,30,421.5,14.05,4.93,6,4,0
P00736,2025-05-01,28,388.4,13.87,2.93,4,4,2
P00736,2025-06-01,30,429.9,14.33,2.57,14,4,0
P00736,2025-07-01,31,423.0,13.65,4.59,7,4,1
P00736,2025-08-01,31,434.6,14.02,0.94,5,4,0
P00736,2025-08-31,30,405.7,13.52,1.23,6,4,1
P00736,2025-10-01,28,397.0,14.18,0.69,5,4,0
P00736,2025-10-31,27,374.4,13.87,2.53,12,4,1
P00736,2025-12-01,31,419.6,13.54,1.48,7,4,3
P00736,2025-12-31,30,412.1,13.74,2.16,7,4,1
P00736,2026-01-30,29,404.9,13.96,2.96,10,4,0
P00736,2026-03-02,31,452.8,14.61,3.34,5,4,2
P00736,2026-04-01,28,394.0,14.07,0.86,4,4,0
P00736,2026-05-02,28,381.4,13.62,2.59,7,4,1
P00736,2026-06-01,28,392.2,14.01,1.08,8,4,1
P00736,2026-07-02,29,403.3,13.91,3.0,6,4,0
P00736,2026-08-01,28,389.3,13.9,1.89,3,4,2
P00737,2024-08-31,29,371.8,12.82,0.59,0,4,0
P00737,2024-09-30,30,394.7,13.16,1.39,6,4,2
P00737,2024-10-31,27,349.7,12.95,1.97,8,4,2
P00737,2024-11-30,26,321.9,12.38,2.32,4,4,0
P00737,2024-12-31,26,342.4,13.17,1.01,10,4,0
P00737,2025-01-30,25,315.9,12.64,1.57,7,4,0
P00737,2025-03-02,28,353.7,12.63,2.14,3,4,1
P00737,2025-04-01,28,345.3,12.33,0.5,4,4,1
P00737,2025-05-01,27,330.8,12.25,0.39,6,4,2
P00737,2025-06-01,29,366.4,12.64,0.65,7,4,1
P00737,2025-07-01,27,340.1,12.6,0.8,4,4,0
P00737,2025-08-01,26,339.1,13.04,0.2,10,4,0
P00737,2025-08-31,31,383.9,12.38,3.6,1,4,0
P00737,2025-10-01,26,301.8,11.61,5.16,4,4,1
P00737,2025-10-31,28,353.3,12.62,1.77,3,4,2
P00737,2025-12-01,30,351.7,11.72,0.2,6,4,0
P00737,2025-12-31,27,332.6,12.32,1.47,3,4,1
P00737,2026-01-30,27,305.8,11.33,1.56,1,4,0
P00737,2026-03-02,28,321.8,11.49,1.34,6,4,1
P00737,2026-04-01,27,324.9,12.03,2.57,6,4,0
P00737,2026-05-02,26,304.0,11.69,3.66,9,4,3
P00737,2026-06-01,25,290.7,11.63,2.61,2,4,1
P00737,2026-07-02,25,280.5,11.22,2.48,8,4,2
P00737,2026-08-01,26,288.0,11.08,1.43,2,4,1
P00738,2024-08-31,30,257.9,8.6,3.55,6,4,3
P00738,2024-09-30,26,212.9,8.19,2.57,8,4,3
P00738,2024-10-31,29,239.5,8.26,0.24,5,4,1
P00738,2024-11-30,28,246.8,8.82,0.28,7,4,4
P00738,2024-12-31,28,233.9,8.35,0.92,1,4,2
P00738,2025-01-30,28,204.6,7.31,1.17,6,4,1
P00738,2025-03-02,29,235.1,8.11,5.38,5,4,2
P00738,2025-04-01,26,208.2,8.01,2.11,4,4,1
P00738,2025-05-01,30,252.2,8.41,0.2,7,4,1
P00738,2025-06-01,26,192.6,7.41,3.57,6,4,1
P00738,2025-07-01,29,233.6,8.06,3.46,4,4,3
P00738,2025-08-01,29,230.5,7.95,2.62,6,4,1
P00738,2025-08-31,30,252.6,8.42,1.52,2,4,2
P00738,2025-10-01,29,219.0,7.55,0.88,6,4,2
P00738,2025-10-31,27,219.4,8.13,2.63,5,4,1
P00738,2025-12-01,29,229.8,7.92,2.66,3,4,0
P00738,2025-12-31,29,255.5,8.81,2.48,2,4,2
P00738,2026-01-30,31,253.8,8.19,1.42,10,4,2
P00738,2026-03-02,29,243.2,8.39,2.96,1,4,1
P00738,2026-04-01,30,255.0,8.5,0.88,1,4,3
P00738,2026-05-02,30,218.8,7.29,4.17,5,4,2
P00738,2026-06-01,27,202.2,7.49,0.86,3,4,4
P00738,2026-07-02,29,233.7,8.06,4.05,7,4,2
P00738,2026-08-01,29,225.0,7.76,1.29,5,4,3
P00739,2024-08-31,26,331.4,12.75,1.36,1,4,1
P00739,2024-09-30,25,318.6,12.74,0.6,2,4,0
P00739,2024-10-31,27,357.7,13.25,0.96,7,4,2
P00739,2024-11-30,28,360.5,12.87,2.18,3,4,1
P00739,2024-12-31,29,352.6,12.16,2.9,8,4,0
P00739,2025-01-30,25,334.3,13.37,2.56,7,4,0
P00739,2025-03-02,28,382.2,13.65,2.75,4,4,1
P00739,2025-04-01,27,339.1,12.56,2.99,2,4,0
P00739,2025-05-01,26,343.6,13.22,2.52,6,4,2
P00739,2025-06-01,28,360.8,12.89,1.12,4,4,1
P00739,2025-07-01,30,387.2,12.91,3.91,1,4,0
P00739,2025-08-01,26,348.1,13.39,0.49,4,4,0
P00739,2025-08-31,28,359.5,12.84,4.49,6,4,1
P00739,2025-10-01,26,348.9,13.42,0.85,2,4,0
P00739,2025-10-31,28,373.1,13.32,1.81,6,4,1
P00739,2025-12-01,29,378.5,13.05,1.87,5,4,2
P00739,2025-12-31,28,354.3,12.65,2.57,2,4,1
P00739,2026-01-30,27,346.0,12.81,1.74,3,4,1
P00739,2026-03-02,28,358.8,12.82,2.11,2,4,0
P00739,2026-04-01,27,352.8,13.07,4.77,3,4,0
P00739,2026-05-02,27,362.6,13.43,2.92,5,4,2
P00739,2026-06-01,29,376.3,12.98,0.72,5,4,1
P00739,2026-07-02,27,342.1,12.67,1.15,2,4,1
P00739,2026-08-01,27,356.7,13.21,1.7,3,4,0
P00740,2024-08-31,28,343.4,12.26,0.99,3,4,1
P00740,2024-09-30,29,345.0,11.9,2.4,5,4,2
P00740,2024-10-31,27,339.1,12.56,2.89,6,4,0
P00740,2024-11-30,26,318.0,12.23,2.57,3,4,1
P00740,2024-12-31,26,299.5,11.52,2.76,6,4,0
P00740,2025-01-30,29,372.6,12.85,0.75,5,4,0
P00740,2025-03-02,28,346.8,12.39,3.06,1,4,0
P00740,2025-04-01,26,321.9,12.38,1.27,5,4,1
P00740,2025-05-01,28,370.8,13.24,0.81,5,4,1
P00740,2025-06-01,27,347.7,12.88,3.57,5,4,3
P00740,2025-07-01,27,344.4,12.75,0.63,3,4,0
P00740,2025-08-01,24,300.9,12.54,1.8,5,4,1
P00740,2025-08-31,27,352.7,13.06,1.62,4,4,1
P00740,2025-10-01,27,346.8,12.85,3.09,4,4,2
P00740,2025-10-31,28,344.3,12.3,2.42,1,4,1
P00740,2025-12-01,26,320.7,12.34,3.47,4,4,1
P00740,2025-12-31,26,306.6,11.79,0.88,3,4,1
P00740,2026-01-30,27,310.4,11.5,0.62,3,4,2
P00740,2026-03-02,29,340.4,11.74,1.87,3,4,1
P00740,2026-04-01,28,315.6,11.27,0.45,1,4,0
P00740,2026-05-02,24,274.4,11.43,0.58,1,4,2
P00740,2026-06-01,29,350.4,12.08,1.26,6,4,1
P00740,2026-07-02,28,331.4,11.84,1.56,9,4,0
P00740,2026-08-01,25,295.1,11.8,3.28,3,4,2
P00741,2024-08-31,28,208.9,7.46,2.32,7,4,2
P00741,2024-09-30,30,208.6,6.95,0.39,5,4,3
P00741,2024-10-31,26,211.4,8.13,2.27,3,4,3
P00741,2024-11-30,28,200.5,7.16,2.86,10,4,4
P00741,2024-12-31,30,200.0,6.67,0.2,3,4,4
P00741,2025-01-30,29,224.8,7.75,4.18,3,4,2
P00741,2025-03-02,28,220.7,7.88,0.33,4,4,2
P00741,2025-04-01,26,192.9,7.42,0.82,4,4,2
P00741,2025-05-01,26,191.8,7.38,1.29,3,4,2
P00741,2025-06-01,28,197.0,7.03,1.82,3,4,1
P00741,2025-07-01,26,177.7,6.84,0.5,3,4,4
P00741,2025-08-01,27,197.3,7.31,0.67,5,4,2
P00741,2025-08-31,24,169.6,7.07,0.59,4,4,2
P00741,2025-10-01,29,205.5,7.09,1.15,8,4,2
P00741,2025-10-31,27,192.4,7.13,0.51,2,4,2
P00741,2025-12-01,27,193.5,7.17,2.14,0,4,3
P00741,2025-12-31,26,183.1,7.04,1.48,9,4,2
P00741,2026-01-30,26,168.7,6.49,4.47,6,4,3
P00741,2026-03-02,28,207.0,7.39,0.26,3,4,2
P00741,2026-04-01,27,180.2,6.67,0.57,5,4,2
P00741,2026-05-02,27,177.5,6.57,2.7,2,4,3
P00741,2026-06-01,29,206.0,7.1,2.02,3,4,0
P00741,2026-07-02,27,179.9,6.66,2.84,6,4,1
P00741,2026-08-01,26,158.2,6.08,0.69,4,4,3
P00742,2024-08-31,29,407.4,14.05,3.36,9,4,1
P00742,2024-09-30,28,392.9,14.03,3.37,2,4,1
P00742,2024-10-31,28,401.7,14.35,2.86,2,4,2
P00742,2024-11-30,31,450.8,14.54,4.79,6,4,0
P00742,2024-12-31,30,429.6,14.32,1.88,10,4,0
P00742,2025-01-30,31,412.4,13.3,4.76,4,4,0
P00742,2025-03-02,29,396.6,13.67,2.13,2,4,1
P00742,2025-04-01,29,390.0,13.45,3.13,5,4,0
P00742,2025-05-01,29,390.3,13.46,5.92,9,4,0
P00742,2025-06-01,30,421.7,14.06,2.79,9,4,1
P00742,2025-07-01,28,407.6,14.56,6.0,4,4,1
P00742,2025-08-01,28,394.3,14.08,6.0,5,4,0
P00742,2025-08-31,30,410.0,13.67,0.63,7,4,1
P00742,2025-10-01,28,360.4,12.87,2.41,5,4,0
P00742,2025-10-31,30,417.6,13.92,0.94,4,4,0
P00742,2025-12-01,28,392.7,14.02,0.57,4,4,2
P00742,2025-12-31,29,387.2,13.35,4.78,11,4,2
P00742,2026-01-30,29,394.7,13.61,2.78,4,4,0
P00742,2026-03-02,29,398.7,13.75,2.08,7,4,1
P00742,2026-04-01,30,420.1,14.0,0.26,6,4,0
P00742,2026-05-02,27,361.5,13.39,4.59,10,4,0
P00742,2026-06-01,28,372.5,13.3,1.2,10,4,2
P00742,2026-07-02,31,436.6,14.08,0.53,5,4,1
P00742,2026-08-01,29,389.5,13.43,2.92,4,4,0
P00743,2024-08-31,31,406.8,13.12,3.11,8,4,2
P00743,2024-09-30,28,394.3,14.08,2.2,6,4,0
P00743,2024-10-31,30,412.2,13.74,5.68,6,4,1
P00743,2024-11-30,30,421.0,14.03,4.04,6,4,1
P00743,2024-12-31,30,419.6,13.99,0.79,5,4,1
P00743,2025-01-30,26,347.4,13.36,3.17,6,4,0
P00743,2025-03-02,29,411.7,14.2,1.12,4,4,1
P00743,2025-04-01,28,375.4,13.41,0.5,8,4,1
P00743,2025-05-01,31,406.2,13.1,2.62,5,4,0
P00743,2025-06-01,26,359.4,13.82,0.81,7,4,0
P00743,2025-07-01,31,434.4,14.01,3.2,10,4,0
P00743,2025-08-01,29,419.9,14.48,1.82,7,4,0
P00743,2025-08-31,28,395.4,14.12,0.99,5,4,2
P00743,2025-10-01,29,405.2,13.97,4.04,7,4,0
P00743,2025-10-31,30,389.2,12.97,4.26,7,4,0
P00743,2025-12-01,29,398.7,13.75,4.29,6,4,1
P00743,2025-12-31,26,357.0,13.73,0.89,6,4,1
P00743,2026-01-30,27,381.1,14.11,1.98,10,4,0
P00743,2026-03-02,30,405.1,13.5,2.83,9,4,2
P00743,2026-04-01,28,372.9,13.32,0.7,7,4,2
P00743,2026-05-02,29,401.8,13.86,1.22,8,4,0
P00743,2026-06-01,28,392.3,14.01,2.75,5,4,0
P00743,2026-07-02,25,349.2,13.97,3.7,3,4,1
P00743,2026-08-01,27,390.5,14.46,6.0,3,4,1
P00744,2024-08-31,30,426.2,14.21,0.94,6,4,0
P00744,2024-09-30,30,425.4,14.18,2.34,5,4,1
P00744,2024-10-31,31,439.5,14.18,3.38,5,4,1
P00744,2024-11-30,28,414.8,14.81,2.41,5,4,1
P00744,2024-12-31,28,388.5,13.87,0.36,3,4,0
P00744,2025-01-30,26,391.3,15.05,1.45,2,4,1
P00744,2025-03-02,29,406.8,14.03,3.08,6,4,2
P00744,2025-04-01,29,431.0,14.86,2.3,7,4,1
P00744,2025-05-01,31,422.9,13.64,6.0,7,4,1
P00744,2025-06-01,28,399.6,14.27,2.29,7,4,0
P00744,2025-07-01,31,441.8,14.25,5.76,3,4,1
P00744,2025-08-01,31,465.4,15.01,6.0,3,4,1
P00744,2025-08-31,28,408.1,14.57,5.53,5,4,0
P00744,2025-10-01,29,443.9,15.31,1.58,7,4,1
P00744,2025-10-31,28,413.2,14.76,4.77,9,4,1
P00744,2025-12-01,31,473.5,15.28,1.47,10,4,1
P00744,2025-12-31,31,482.0,15.55,6.0,7,4,0
P00744,2026-01-30,31,473.4,15.27,2.44,7,4,0
P00744,2026-03-02,29,428.9,14.79,2.05,11,4,1
P00744,2026-04-01,28,418.2,14.94,3.02,9,4,1
P00744,2026-05-02,31,471.7,15.21,0.93,5,4,0
