deployment_id,personnel_id,unit_id,location_type,deployment_type,start_date,end_date,is_current
P00612-D007,P00612,U012,static_station,operational,2017-09-24,2019-02-19,False
P00612-D008,P00612,U012,hard_area,training,2017-05-25,2017-09-23,False
P00613-D001,P00613,U014,static_station,static,2026-07-29,,True
P00613-D002,P00613,U014,hard_area,static,2025-07-02,2026-07-28,False
P00613-D003,P00613,U014,hard_area,operational,2025-01-09,2025-07-01,False
P00613-D004,P00613,U014,hard_area,static,2024-02-13,2025-01-08,False
P00613-D005,P00613,U014,hard_area,training,2022-06-02,2024-02-12,False
P00613-D006,P00613,U014,hard_area,operational,2021-10-19,2022-06-01,False
P00614-D001,P00614,U006,hard_area,operational,2025-10-27,,True
P00614-D002,P00614,U006,field,training,2024-06-02,2025-10-26,False
P00614-D003,P00614,U006,field,static,2023-08-03,2024-06-01,False
P00614-D004,P00614,U006,static_station,static,2022-07-24,2023-08-02,False
P00615-D001,P00615,U001,field,operational,2024-03-24,,True
P00615-D002,P00615,U001,hard_area,training,2023-02-24,2024-03-23,False
P00615-D003,P00615,U001,field,operational,2021-09-24,2023-02-23,False
P00615-D004,P00615,U001,static_station,operational,2020-11-09,2021-09-23,False
P00615-D005,P00615,U001,field,operational,2019-11-19,2020-11-08,False
P00615-D006,P00615,U001,hard_area,static,2018-11-24,2019-11-18,False
P00615-D007,P00615,U001,static_station,static,2017-11-17,2018-11-23,False
P00616-D001,P00616,U006,field,operational,2025-08-23,,True
P00616-D002,P00616,U006,static_station,training,2024-08-02,2025-08-22,False
P00616-D003,P00616,U006,static_station,training,2024-01-27,2024-08-01,False
P00616-D004,P00616,U006,field,training,2022-10-19,2024-01-26,False
P00616-D005,P00616,U006,static_station,operational,2021-04-16,2022-10-18,False
P00616-D006,P00616,U006,hard_area,training,2020-05-05,2021-04-15,False
P00616-D007,P00616,U006,static_station,training,2018-12-10,2020-05-04,False
P00616-D008,P00616,U006,hard_area,operational,2017-10-05,2018-12-09,False
P00617-D001,P00617,U009,field,static,2024-03-14,,True
P00617-D002,P00617,U009,static_station,training,2022-05-05,2024-03-13,False
P00617-D003,P00617,U009,static_station,training,2022-01-02,2022-05-04,False
P00617-D004,P00617,U009,static_station,training,2020-10-21,2022-01-01,False
P00618-D001,P00618,U008,field,operational,2024-01-11,,True
P00619-D001,P00619,U014,static_station,static,2024-11-03,,True
P00620-D001,P00620,U002,hard_area,operational,2025-10-11,,True
P00620-D002,P00620,U002,hard_area,static,2025-02-22,2025-10-10,False
P00620-D003,P00620,U002,field,training,2024-02-10,2025-02-21,False
P00620-D004,P00620,U002,static_station,static,2023-04-29,2024-02-09,False
P00620-D005,P00620,U002,static_station,training,2021-11-16,2023-04-28,False
P00620-D006,P00620,U002,static_station,training,2020-04-05,2021-11-15,False
P00620-D007,P00620,U002,static_station,operational,2018-09-13,2020-04-04,False
P00620-D008,P00620,U002,hard_area,static,2018-04-15,2018-09-12,False
P00621-D001,P00621,U001,hard_area,operational,2025-07-10,,True
P00621-D002,P00621,U001,static_station,operational,2025-01-03,2025-07-09,False
P00621-D003,P00621,U001,static_station,training,2024-01-08,2025-01-02,False
P00621-D004,P00621,U001,field,static,2022-10-10,2024-01-07,False
P00621-D005,P00621,U001,static_station,static,2021-07-05,2022-10-09,False
P00621-D006,P00621,U001,hard_area,static,2020-09-14,2021-07-04,False
P00621-D007,P00621,U001,hard_area,training,2019-05-03,2020-09-13,False
P00622-D001,P00622,U007,static_station,static,2024-10-26,,True
P00623-D001,P00623,U008,field,operational,2025-06-15,,True
P00624-D001,P00624,U001,static_station,operational,2024-03-18,,True
P00625-D001,P00625,U002,hard_area,operational,2025-09-04,,True
P00625-D002,P00625,U002,field,static,2024-07-26,2025-09-03,False
P00625-D003,P00625,U002,static_station,static,2023-05-22,2024-07-25,False
P00625-D004,P00625,U002,static_station,static,2022-05-13,2023-05-21,False
P00626-D001,P00626,U004,static_station,static,2025-09-24,,True
P00626-D002,P00626,U004,static_station,training,2025-02-04,2025-09-23,False
P00626-D003,P00626,U004,hard_area,training,2023-08-10,2025-02-03,False
P00626-D004,P00626,U004,static_station,operational,2023-02-02,2023-08-09,False
P00627-D001,P00627,U010,hard_area,operational,2024-12-31,,True
P00627-D002,P00627,U010,field,static,2024-01-19,2024-12-30,False
P00627-D003,P00627,U010,static_station,operational,2022-10-30,2024-01-18,False
P00627-D004,P00627,U010,hard_area,operational,2021-10-07,2022-10-29,False
P00627-D005,P00627,U010,field,operational,2020-10-18,2021-10-06,False
P00628-D001,P00628,U008,hard_area,operational,2025-07-17,,True
P00628-D002,P00628,U008,hard_area,static,2025-01-12,2025-07-16,False
P00628-D003,P00628,U008,hard_area,operational,2024-03-30,2025-01-11,False
P00628-D004,P00628,U008,static_station,training,2022-12-22,2024-03-29,False
P00628-D005,P00628,U008,static_station,operational,2021-07-18,2022-12-21,False
P00628-D006,P00628,U008,field,training,2020-06-01,2021-07-17,False
P00628-D007,P00628,U008,hard_area,static,2018-12-23,2020-05-31,False
P00628-D008,P00628,U008,field,operational,2017-07-10,2018-12-22,False
P00629-D001,P00629,U002,field,operational,2025-10-16,,True
P00629-D002,P00629,U002,hard_area,operational,2024-11-02,2025-10-15,False
P00630-D001,P00630,U003,static_station,static,2025-11-29,,True
P00630-D002,P00630,U003,field,operational,2024-08-13,2025-11-28,False
P00630-D003,P00630,U003,hard_area,operational,2023-06-28,2024-08-12,False
P00630-D004,P00630,U003,static_station,training,2021-09-24,2023-06-27,False
P00630-D005,P00630,U003,hard_area,operational,2021-04-30,2021-09-23,False
P00630-D006,P00630,U003,field,static,2020-12-29,2021-04-29,False
P00630-D007,P00630,U003,field,operational,2019-04-16,2020-12-28,False
P00630-D008,P00630,U003,static_station,operational,2018-05-09,2019-04-15,False
P00631-D001,P00631,U002,hard_area,operational,2023-12-20,,True
P00631-D002,P00631,U002,static_station,training,2023-03-18,2023-12-19,False
P00631-D003,P00631,U002,hard_area,operational,2021-11-19,2023-03-17,False
P00631-D004,P00631,U002,field,training,2020-06-15,2021-11-18,False
P00631-D005,P00631,U002,static_station,training,2019-01-05,2020-06-14,False
P00631-D006,P00631,U002,field,static,2018-01-09,2019-01-04,False
P00631-D007,P00631,U002,static_station,training,2016-03-25,2018-01-08,False
P00631-D008,P00631,U002,static_station,static,2015-07-02,2016-03-24,False
P00632-D001,P00632,U008,static_station,operational,2023-10-14,,True
P00632-D002,P00632,U008,hard_area,training,2022-07-21,2023-10-13,False
P00632-D003,P00632,U008,field,static,2021-05-20,2022-07-20,False
P00632-D004,P00632,U008,field,training,2020-06-05,2021-05-19,False
P00632-D005,P00632,U008,hard_area,training,2018-08-13,2020-06-04,False
P00632-D006,P00632,U008,static_station,training,2018-04-12,2018-08-12,False
P00632-D007,P00632,U008,static_station,static,2016-12-04,2018-04-11,False
P00632-D008,P00632,U008,static_station,training,2015-06-05,2016-12-03,False
P00633-D001,P00633,U001,static_station,operational,2024-07-19,,True
P00633-D002,P00633,U001,hard_area,training,2023-10-05,2024-07-18,False
P00633-D003,P00633,U001,static_station,operational,2022-05-01,2023-10-04,False
P00633-D004,P00633,U001,field,operational,2020-02-18,2022-04-30,False
P00633-D005,P00633,U001,hard_area,training,2017-05-30,2020-02-17,False
P00633-D006,P00633,U001,static_station,training,2015-12-02,2017-05-29,False
P00634-D001,P00634,U009,static_station,static,2024-07-08,,True
P00634-D002,P00634,U009,hard_area,operational,2022-09-23,2024-07-07,False
P00634-D003,P00634,U009,static_station,operational,2022-04-15,2022-09-22,False
P00634-D004,P00634,U009,static_station,operational,2020-12-17,2022-04-14,False
P00634-D005,P00634,U009,static_station,training,2019-10-02,2020-12-16,False
P00634-D006,P00634,U009,hard_area,operational,2019-02-06,2019-10-01,False
P00634-D007,P00634,U009,static_station,operational,2017-10-11,2019-02-05,False
P00634-D008,P00634,U009,static_station,training,2016-02-14,2017-10-10,False
P00635-D001,P00635,U012,field,operational,2026-06-25,,True
P00635-D002,P00635,U012,field,operational,2026-02-22,2026-06-24,False
P00635-D003,P00635,U012,hard_area,operational,2024-12-24,2026-02-21,False
P00635-D004,P00635,U012,field,operational,2023-07-27,2024-12-23,False
P00636-D001,P00636,U007,static_station,static,2025-09-21,,True
P00636-D002,P00636,U007,field,static,2023-08-31,2025-09-20,False
P00636-D003,P00636,U007,field,training,2022-01-24,2023-08-30,False
P00636-D004,P00636,U007,hard_area,operational,2020-04-06,2022-01-23,False
P00636-D005,P00636,U007,static_station,training,2018-12-31,2020-04-05,False
P00636-D006,P00636,U007,field,training,2017-03-27,2018-12-30,False
P00636-D007,P00636,U007,field,training,2015-09-09,2017-03-26,False
P00636-D008,P00636,U007,hard_area,operational,2014-09-28,2015-09-08,False
P00637-D001,P00637,U008,field,operational,2025-10-23,,True
P00637-D002,P00637,U008,static_station,training,2024-10-12,2025-10-22,False
P00637-D003,P00637,U008,hard_area,static,2023-09-06,2024-10-11,False
P00637-D004,P00637,U008,hard_area,training,2023-02-17,2023-09-05,False
P00637-D005,P00637,U008,field,static,2021-12-18,2023-02-16,False
P00638-D001,P00638,U007,field,static,2026-06-08,,True
P00638-D002,P00638,U007,field,training,2024-08-13,2026-06-07,False
P00638-D003,P00638,U007,static_station,training,2022-11-19,2024-08-12,False
P00638-D004,P00638,U007,field,static,2021-04-30,2022-11-18,False
P00638-D005,P00638,U007,static_station,operational,2019-10-03,2021-04-29,False
P00639-D001,P00639,U012,hard_area,operational,2025-06-01,,True
P00639-D002,P00639,U012,static_station,static,2024-10-21,2025-05-31,False
P00639-D003,P00639,U012,static_station,training,2024-06-20,2024-10-20,False
P00639-D004,P00639,U012,static_station,training,2023-11-10,2024-06-19,False
P00640-D001,P00640,U004,static_station,static,2024-09-14,,True
P00640-D002,P00640,U004,field,operational,2023-08-24,2024-09-13,False
P00640-D003,P00640,U004,hard_area,static,2022-12-19,2023-08-23,False
P00641-D001,P00641,U006,hard_area,operational,2025-01-03,,True
P00641-D002,P00641,U006,field,operational,2024-04-21,2025-01-02,False
P00641-D003,P00641,U006,field,operational,2023-02-14,2024-04-20,False
P00641-D004,P00641,U006,hard_area,training,2022-03-23,2023-02-13,False
P00641-D005,P00641,U006,static_station,static,2021-11-18,2022-03-22,False
P00642-D001,P00642,U007,static_station,static,2026-02-02,,True
P00642-D002,P00642,U007,field,static,2024-01-20,2026-02-01,False
P00642-D003,P00642,U007,hard_area,training,2022-09-21,2024-01-19,False
P00642-D004,P00642,U007,field,static,2021-11-30,2022-09-20,False
P00642-D005,P00642,U007,field,training,2021-07-31,2021-11-29,False
P00643-D001,P00643,U015,hard_area,operational,2023-12-10,,True
P00643-D002,P00643,U015,hard_area,training,2023-08-09,2023-12-09,False
P00643-D003,P00643,U015,field,operational,2023-04-08,2023-08-08,False
P00644-D001,P00644,U003,static_station,static,2026-01-17,,True
P00644-D002,P00644,U003,field,operational,2024-09-30,2026-01-16,False
P00644-D003,P00644,U003,field,static,2023-12-22,2024-09-29,False
P00644-D004,P00644,U003,hard_area,static,2022-06-05,2023-12-21,False
P00644-D005,P00644,U003,hard_area,static,2021-12-04,2022-06-04,False
P00644-D006,P00644,U003,field,operational,2020-10-29,2021-12-03,False
P00645-D001,P00645,U005,static_station,operational,2025-12-25,,True
P00645-D002,P00645,U005,static_station,operational,2024-09-06,2025-12-24,False
P00645-D003,P00645,U005,hard_area,operational,2022-10-05,2024-09-05,False
P00645-D004,P00645,U005,field,training,2020-12-02,2022-10-04,False
P00645-D005,P00645,U005,hard_area,static,2019-10-09,2020-12-01,False
P00646-D001,P00646,U014,static_station,static,2025-05-06,,True
P00646-D002,P00646,U014,hard_area,operational,2024-12-09,2025-05-05,False
P00646-D003,P00646,U014,static_station,operational,2023-10-29,2024-12-08,False
P00646-D004,P00646,U014,field,operational,2022-07-14,2023-10-28,False
P00646-D005,P00646,U014,static_station,training,2021-01-21,2022-07-13,False
P00646-D006,P00646,U014,hard_area,operational,2019-12-13,2021-01-20,False
P00646-D007,P00646,U014,hard_area,training,2018-04-12,2019-12-12,False
P00646-D008,P00646,U014,static_station,operational,2017-10-14,2018-04-11,False
P00647-D001,P00647,U003,static_station,static,2026-01-10,,True
P00647-D002,P00647,U003,field,static,2024-09-16,2026-01-09,False
P00647-D003,P00647,U003,static_station,operational,2023-01-02,2024-09-15,False
P00648-D001,P00648,U006,field,operational,2026-01-15,,True
P00648-D002,P00648,U006,static_station,operational,2025-04-06,2026-01-14,False
P00648-D003,P00648,U006,field,static,2024-12-05,2025-04-05,False
P00648-D004,P00648,U006,hard_area,static,2023-09-06,2024-12-04,False
P00648-D005,P00648,U006,static_station,training,2021-11-15,2023-09-05,False
P00648-D006,P00648,U006,hard_area,training,2019-11-15,2021-11-14,False
P00648-D007,P00648,U006,static_station,operational,2018-06-29,2019-11-14,False
P00648-D008,P00648,U006,hard_area,static,2017-06-08,2018-06-28,False
P00649-D001,P00649,U013,hard_area,operational,2024-12-09,,True
P00650-D001,P00650,U009,static_station,static,2024-11-24,,True
P00650-D002,P00650,U009,hard_area,operational,2024-01-22,2024-11-23,False
P00650-D003,P00650,U009,static_station,operational,2022-10-01,2024-01-21,False
P00650-D004,P00650,U009,hard_area,static,2021-06-04,2022-09-30,False
P00650-D005,P00650,U009,field,training,2019-12-23,2021-06-03,False
P00650-D006,P00650,U009,static_station,static,2018-11-07,2019-12-22,False
P00650-D007,P00650,U009,hard_area,operational,2018-03-09,2018-11-06,False
P00651-D001,P00651,U002,field,operational,2024-03-28,,True
P00651-D002,P00651,U002,hard_area,training,2023-01-22,2024-03-27,False
P00651-D003,P00651,U002,static_station,training,2022-04-16,2023-01-21,False
P00651-D004,P00651,U002,field,operational,2021-02-17,2022-04-15,False
P00651-D005,P00651,U002,static_station,operational,2020-05-23,2021-02-16,False
P00651-D006,P00651,U002,field,operational,2019-11-27,2020-05-22,False
P00651-D007,P00651,U002,hard_area,operational,2018-08-18,2019-11-26,False
P00651-D008,P00651,U002,hard_area,training,2017-08-13,2018-08-17,False
P00652-D001,P00652,U003,static_station,static,2024-06-17,,True
P00652-D002,P00652,U003,static_station,operational,2023-05-02,2024-06-16,False
P00652-D003,P00652,U003,hard_area,training,2022-12-30,2023-05-01,False
P00652-D004,P00652,U003,field,static,2021-09-17,2022-12-29,False
P00652-D005,P00652,U003,field,operational,2020-10-12,2021-09-16,False
P00653-D001,P00653,U002,field,operational,2024-11-25,,True
P00653-D002,P00653,U002,hard_area,static,2023-10-11,2024-11-24,False
P00653-D003,P00653,U002,static_station,training,2021-08-26,2023-10-10,False
P00653-D004,P00653,U002,field,operational,2020-02-04,2021-08-25,False
P00653-D005,P00653,U002,field,static,2018-05-10,2020-02-03,False
P00653-D006,P00653,U002,static_station,static,2017-08-14,2018-05-09,False
P00653-D007,P00653,U002,static_station,static,2016-02-02,2017-08-13,False
P00653-D008,P00653,U002,hard_area,training,2015-03-09,2016-02-01,False
P00654-D001,P00654,U001,static_station,operational,2023-07-20,,True
P00654-D002,P00654,U001,field,static,2022-03-21,2023-07-19,False
P00654-D003,P00654,U001,hard_area,operational,2020-05-03,2022-03-20,False
P00655-D001,P00655,U014,static_station,static,2026-01-12,,True
P00655-D002,P00655,U014,hard_area,operational,2024-05-20,2026-01-11,False
P00655-D003,P00655,U014,hard_area,static,2023-10-08,2024-05-19,False
P00655-D004,P00655,U014,field,operational,2022-09-22,2023-10-07,False
P00655-D005,P00655,U014,static_station,operational,2021-02-01,2022-09-21,False
P00655-D006,P00655,U014,hard_area,operational,2019-10-02,2021-01-31,False
P00655-D007,P00655,U014,hard_area,static,2018-08-09,2019-10-01,False
P00655-D008,P00655,U014,field,operational,2017-04-23,2018-08-08,False
P00656-D001,P00656,U015,hard_area,operational,2024-09-11,,True
P00656-D002,P00656,U015,field,operational,2024-01-09,2024-09-10,False
P00657-D001,P00657,U004,static_station,static,2025-10-31,,True
P00657-D002,P00657,U004,field,training,2024-06-20,2025-10-30,False
P00657-D003,P00657,U004,static_station,training,2024-02-19,2024-06-19,False
P00657-D004,P00657,U004,hard_area,operational,2022-12-03,2024-02-18,False
P00657-D005,P00657,U004,field,training,2022-02-12,2022-12-02,False
P00657-D006,P00657,U004,static_station,operational,2020-08-25,2022-02-11,False
P00657-D007,P00657,U004,hard_area,static,2019-03-29,2020-08-24,False
P00657-D008,P00657,U004,field,training,2018-04-06,2019-03-28,False
P00658-D001,P00658,U011,hard_area,operational,2025-02-15,,True
P00658-D002,P00658,U011,hard_area,static,2023-12-23,2025-02-14,False
P00659-D001,P00659,U007,static_station,static,2025-11-07,,True
P00659-D002,P00659,U007,field,static,2024-03-20,2025-11-06,False
P00659-D003,P00659,U007,hard_area,training,2021-10-22,2024-03-19,False
P00659-D004,P00659,U007,hard_area,training,2020-07-18,2021-10-21,False
P00659-D005,P00659,U007,hard_area,operational,2018-08-11,2020-07-17,False
P00659-D006,P00659,U007,static_station,static,2017-09-17,2018-08-10,False
P00659-D007,P00659,U007,static_station,training,2016-01-03,2017-09-16,False
P00659-D008,P00659,U007,static_station,operational,2015-04-23,2016-01-02,False
P00660-D001,P00660,U007,static_station,static,2025-03-03,,True
P00660-D002,P00660,U007,hard_area,static,2024-02-01,2025-03-02,False
P00660-D003,P00660,U007,static_station,training,2022-06-03,2024-01-31,False
P00660-D004,P00660,U007,field,static,2021-12-05,2022-06-02,False
P00660-D005,P00660,U007,static_station,static,2020-08-17,2021-12-04,False
P00660-D006,P00660,U007,field,operational,2018-07-12,2020-08-16,False
P00660-D007,P00660,U007,hard_area,static,2017-06-21,2018-07-11,False
P00660-D008,P00660,U007,static_station,static,2016-04-23,2017-06-20,False
P00661-D001,P00661,U001,static_station,operational,2024-01-07,,True
P00661-D002,P00661,U001,field,operational,2023-02-13,2024-01-06,False
P00661-D003,P00661,U001,field,static,2021-04-21,2023-02-12,False
P00661-D004,P00661,U001,static_station,operational,2020-03-09,2021-04-20,False
P00661-D005,P00661,U001,hard_area,static,2018-02-04,2020-03-08,False
P00661-D006,P00661,U001,static_station,operational,2017-09-15,2018-02-03,False
P00661-D007,P00661,U001,field,training,2015-11-12,2017-09-14,False
P00661-D008,P00661,U001,hard_area,training,2014-02-03,2015-11-11,False
P00662-D001,P00662,U016,hard_area,operational,2025-08-10,,True
P00662-D002,P00662,U016,field,static,2025-01-03,2025-08-09,False
P00662-D003,P00662,U016,field,training,2023-12-21,2025-01-02,False
P00662-D004,P00662,U016,hard_area,training,2022-02-08,2023-12-20,False
P00662-D005,P00662,U016,hard_area,training,2020-01-14,2022-02-07,False
P00662-D006,P00662,U016,static_station,training,2019-06-09,2020-01-13,False
P00662-D007,P00662,U016,field,training,2018-08-13,2019-06-08,False
P00662-D008,P00662,U016,hard_area,static,2017-11-09,2018-08-12,False
P00663-D001,P00663,U002,field,operational,2023-09-18,,True
P00663-D002,P00663,U002,static_station,operational,2022-06-14,2023-09-17,False
P00663-D003,P00663,U002,field,training,2021-10-09,2022-06-13,False
P00663-D004,P00663,U002,hard_area,static,2020-06-07,2021-10-08,False
P00663-D005,P00663,U002,field,static,2018-08-22,2020-06-06,False
P00663-D006,P00663,U002,static_station,training,2017-04-05,2018-08-21,False
P00663-D007,P00663,U002,field,training,2016-01-21,2017-04-04,False
P00663-D008,P00663,U002,field,static,2014-03-04,2016-01-20,False
P00664-D001,P00664,U004,static_station,static,2024-04-29,,True
P00665-D001,P00665,U002,field,operational,2025-05-15,,True
P00665-D002,P00665,U002,hard_area,static,2025-01-12,2025-05-14,False
P00665-D003,P00665,U002,static_station,static,2023-05-19,2025-01-11,False
P00665-D004,P00665,U002,field,operational,2022-03-07,2023-05-18,False
P00665-D005,P00665,U002,field,static,2020-10-19,2022-03-06,False
P00665-D006,P00665,U002,field,static,2018-10-05,2020-10-18,False
P00665-D007,P00665,U002,static_station,operational,2017-12-20,2018-10-04,False
P00665-D008,P00665,U002,field,training,2017-07-14,2017-12-19,False
P00666-D001,P00666,U004,static_station,static,2025-12-13,,True
P00666-D002,P00666,U004,field,training,2024-10-16,2025-12-12,False
P00666-D003,P00666,U004,hard_area,operational,2023-07-27,2024-10-15,False
P00666-D004,P00666,U004,static_station,training,2022-07-06,2023-07-26,False
P00666-D005,P00666,U004,static_station,training,2022-02-06,2022-07-05,False
P00666-D006,P00666,U004,hard_area,training,2020-10-22,2022-02-05,False
P00666-D007,P00666,U004,static_station,training,2019-10-26,2020-10-21,False
P00666-D008,P00666,U004,field,training,2018-04-09,2019-10-25,False
P00667-D001,P00667,U008,field,operational,2024-10-17,,True
P00667-D002,P00667,U008,static_station,training,2024-02-28,2024-10-16,False
P00667-D003,P00667,U008,static_station,training,2022-05-12,2024-02-27,False
P00667-D004,P00667,U008,hard_area,static,2021-02-24,2022-05-11,False
P00667-D005,P00667,U008,static_station,training,2019-11-06,2021-02-23,False
P00667-D006,P00667,U008,hard_area,training,2017-06-10,2019-11-05,False
P00668-D001,P00668,U007,field,static,2024-08-29,,True
P00668-D002,P00668,U007,hard_area,training,2023-05-11,2024-08-28,False
P00668-D003,P00668,U007,hard_area,static,2021-05-30,2023-05-10,False
P00668-D004,P00668,U007,field,operational,2019-07-08,2021-05-29,False
P00668-D005,P00668,U007,hard_area,operational,2018-10-14,2019-07-07,False
P00668-D006,P00668,U007,field,operational,2018-01-18,2018-10-13,False
P00669-D001,P00669,U008,hard_area,operational,2026-02-14,,True
P00669-D002,P00669,U008,static_station,training,2024-03-12,2026-02-13,False
P00669-D003,P00669,U008,static_station,training,2022-02-13,2024-03-11,False
P00669-D004,P00669,U008,field,training,2021-04-13,2022-02-12,False
P00669-D005,P00669,U008,static_station,training,2020-12-11,2021-04-12,False
P00669-D006,P00669,U008,static_station,training,2019-07-23,2020-12-10,False
P00669-D007,P00669,U008,static_station,training,2018-05-22,2019-07-22,False
P00669-D008,P00669,U008,static_station,training,2018-01-19,2018-05-21,False
P00670-D001,P00670,U014,field,static,2025-02-23,,True
P00670-D002,P00670,U014,field,operational,2023-09-09,2025-02-22,False
P00670-D003,P00670,U014,field,static,2022-11-26,2023-09-08,False
P00670-D004,P00670,U014,hard_area,static,2021-07-30,2022-11-25,False
P00670-D005,P00670,U014,hard_area,operational,2020-11-30,2021-07-29,False
P00670-D006,P00670,U014,field,training,2020-03-30,2020-11-29,False
P00670-D007,P00670,U014,hard_area,operational,2019-02-05,2020-03-29,False
P00671-D001,P00671,U004,static_station,static,2026-06-05,,True
P00671-D002,P00671,U004,static_station,static,2025-07-24,2026-06-04,False
P00671-D003,P00671,U004,hard_area,static,2024-10-24,2025-07-23,False
P00671-D004,P00671,U004,hard_area,static,2022-07-01,2024-10-23,False
P00671-D005,P00671,U004,hard_area,training,2021-08-23,2022-06-30,False
P00671-D006,P00671,U004,hard_area,training,2020-09-08,2021-08-22,False
P00672-D001,P00672,U008,hard_area,operational,2024-02-29,,True
P00673-D001,P00673,U007,static_station,static,2024-10-10,,True
P00674-D001,P00674,U009,static_station,static,2026-07-03,,True
P00674-D002,P00674,U009,field,operational,2025-01-10,2026-07-02,False
P00674-D003,P00674,U009,static_station,static,2024-05-04,2025-01-09,False
P00674-D004,P00674,U009,hard_area,training,2023-03-01,2024-05-03,False
P00674-D005,P00674,U009,static_station,training,2021-04-01,2023-02-28,False
P00674-D006,P00674,U009,field,training,2019-11-19,2021-03-31,False
P00674-D007,P00674,U009,static_station,operational,2018-10-04,2019-11-18,False
P00674-D008,P00674,U009,hard_area,operational,2017-06-20,2018-10-03,False
P00675-D001,P00675,U002,field,operational,2026-04-14,,True
P00675-D002,P00675,U002,hard_area,training,2024-11-11,2026-04-13,False
P00675-D003,P00675,U002,field,static,2023-12-06,2024-11-10,False
P00675-D004,P00675,U002,hard_area,static,2022-09-24,2023-12-05,False
P00675-D005,P00675,U002,field,static,2022-05-25,2022-09-23,False
P00675-D006,P00675,U002,field,training,2022-01-20,2022-05-24,False
P00675-D007,P00675,U002,field,training,2021-07-08,2022-01-19,False
P00675-D008,P00675,U002,static_station,static,2020-09-24,2021-07-07,False
P00676-D001,P00676,U010,field,operational,2024-01-30,,True
P00676-D002,P00676,U010,hard_area,static,2022-04-06,2024-01-29,False
P00677-D001,P00677,U001,static_station,operational,2024-11-12,,True
P00677-D002,P00677,U001,static_station,operational,2023-09-09,2024-11-11,False
P00677-D003,P00677,U001,field,training,2023-02-26,2023-09-08,False
P00678-D001,P00678,U005,field,operational,2024-08-29,,True
P00678-D002,P00678,U005,hard_area,static,2023-05-10,2024-08-28,False
P00678-D003,P00678,U005,field,operational,2022-11-05,2023-05-09,False
P00678-D004,P00678,U005,field,training,2022-02-04,2022-11-04,False
P00678-D005,P00678,U005,static_station,operational,2020-04-11,2022-02-03,False
P00678-D006,P00678,U005,static_station,static,2018-11-14,2020-04-10,False
P00678-D007,P00678,U005,field,static,2018-07-15,2018-11-13,False
P00678-D008,P00678,U005,field,training,2017-09-11,2018-07-14,False
P00679-D001,P00679,U014,static_station,static,2024-12-05,,True
P00679-D002,P00679,U014,hard_area,static,2024-02-19,2024-12-04,False
P00679-D003,P00679,U014,static_station,training,2023-03-08,2024-02-18,False
P00679-D004,P00679,U014,field,static,2021-01-12,2023-03-07,False
P00679-D005,P00679,U014,static_station,operational,2019-02-14,2021-01-11,False
P00679-D006,P00679,U014,static_station,operational,2017-07-06,2019-02-13,False
P00679-D007,P00679,U014,field,static,2016-04-30,2017-07-05,False
P00679-D008,P00679,U014,hard_area,training,2015-03-20,2016-04-29,False
P00680-D001,P00680,U016,hard_area,operational,2025-09-20,,True
P00681-D001,P00681,U004,static_station,static,2023-05-28,,True
P00681-D002,P00681,U004,hard_area,static,2022-10-28,2023-05-27,False
P00681-D003,P00681,U004,field,operational,2021-10-10,2022-10-27,False
P00681-D004,P00681,U004,field,operational,2020-09-21,2021-10-09,False
P00681-D005,P00681,U004,static_station,training,2018-08-24,2020-09-20,False
P00681-D006,P00681,U004,hard_area,static,2017-12-17,2018-08-23,False
P00681-D007,P00681,U004,hard_area,operational,2016-10-05,2017-12-16,False
P00681-D008,P00681,U004,static_station,training,2015-01-26,2016-10-04,False
P00682-D001,P00682,U010,hard_area,operational,2025-10-07,,True
P00682-D002,P00682,U010,field,operational,2024-10-31,2025-10-06,False
P00682-D003,P00682,U010,hard_area,operational,2023-03-22,2024-10-30,False
P00682-D004,P00682,U010,field,training,2021-10-15,2023-03-21,False
P00682-D005,P00682,U010,static_station,static,2019-10-04,2021-10-14,False
P00682-D006,P00682,U010,static_station,training,2018-09-29,2019-10-03,False
P00682-D007,P00682,U010,static_station,static,2018-04-06,2018-09-28,False
P00682-D008,P00682,U010,hard_area,operational,2017-01-28,2018-04-05,False
P00683-D001,P00683,U008,hard_area,operational,2026-02-26,,True
P00684-D001,P00684,U010,hard_area,operational,2024-06-27,,True
P00684-D002,P00684,U010,hard_area,operational,2023-10-31,2024-06-26,False
P00685-D001,P00685,U003,static_station,static,2025-01-10,,True
P00685-D002,P00685,U003,static_station,training,2024-07-13,2025-01-09,False
P00686-D001,P00686,U016,hard_area,operational,2025-05-12,,True
P00686-D002,P00686,U016,hard_area,static,2023-05-23,2025-05-11,False
P00686-D003,P00686,U016,hard_area,operational,2023-01-17,2023-05-22,False
P00687-D001,P00687,U005,hard_area,operational,2026-05-04,,True
P00687-D002,P00687,U005,hard_area,static,2025-05-04,2026-05-03,False
P00687-D003,P00687,U005,field,operational,2024-09-14,2025-05-03,False
P00687-D004,P00687,U005,field,training,2024-02-01,2024-09-13,False
P00687-D005,P00687,U005,hard_area,static,2022-12-27,2024-01-31,False
P00688-D001,P00688,U007,static_station,static,2025-12-28,,True
P00688-D002,P00688,U007,hard_area,operational,2024-06-25,2025-12-27,False
P00688-D003,P00688,U007,field,operational,2023-05-30,2024-06-24,False
P00688-D004,P00688,U007,static_station,operational,2022-02-01,2023-05-29,False
